,checkin_type,state,delay_at_checkout_in_minutes,time_delta_with_previous_rental_in_minutes
17592,mobile,ended,6.0,
17593,mobile,ended,-146.0,
17594,mobile,ended,35.0,
17595,mobile,ended,72.0,
17596,mobile,ended,31.0,
17597,mobile,ended,-52.0,
17598,connect,ended,-29.0,
17599,connect,ended,6.0,
17600,connect,ended,113.0,180.0
17601,mobile,ended,-49.0,
17602,mobile,canceled,,
17603,mobile,ended,20.0,
17604,connect,ended,-4.0,
17605,mobile,ended,36.0,
17606,mobile,ended,2.0,
17607,mobile,ended,-21.0,
17608,mobile,ended,69.0,
17609,mobile,ended,23.0,
17610,mobile,ended,197.0,
17611,mobile,ended,,
17612,connect,ended,-65.0,480.0
17613,mobile,canceled,,720.0
17614,mobile,ended,3.0,
17615,mobile,ended,42.0,
17616,mobile,ended,-1.0,
17617,mobile,ended,9.0,
17618,connect,canceled,,
17619,mobile,ended,64.0,
17620,connect,ended,-146.0,
17621,mobile,ended,20.0,
17622,mobile,ended,6.0,
17623,mobile,ended,62.0,
17624,mobile,ended,-108.0,
17625,mobile,ended,43.0,
17626,mobile,ended,-62.0,
17627,mobile,canceled,,
17628,mobile,ended,-11.0,
17629,mobile,ended,94.0,
17630,mobile,ended,,
17631,mobile,ended,-134.0,
17632,connect,ended,56.0,
17633,connect,ended,-18.0,
17634,mobile,ended,18.0,
17635,mobile,ended,-102.0,
17636,mobile,ended,19.0,
17637,connect,canceled,,
17638,mobile,ended,-23.0,
17639,mobile,ended,23.0,
17640,mobile,ended,287.0,
17641,mobile,canceled,,
17642,connect,ended,-29.0,
17643,mobile,ended,-11.0,
17644,connect,ended,20.0,
17645,mobile,ended,-56.0,
17646,mobile,canceled,,
17647,mobile,ended,,
17648,mobile,ended,-8.0,
17649,mobile,ended,169.0,
17650,mobile,ended,-41.0,
17651,mobile,ended,161.0,
17652,mobile,ended,,
17653,mobile,ended,-230.0,
17654,mobile,ended,106.0,
17655,connect,ended,-66.0,
17656,connect,ended,-158.0,240.0
17657,mobile,ended,-428.0,
17658,mobile,ended,-66.0,
17659,mobile,ended,-12.0,
17660,connect,ended,-880.0,
17661,connect,ended,6.0,540.0
17662,mobile,ended,26.0,
17663,mobile,ended,-86.0,
17664,mobile,ended,245.0,
17665,connect,ended,315.0,
17666,mobile,ended,-11.0,
17667,mobile,ended,-217.0,
17668,connect,ended,-341.0,
17669,mobile,ended,-402.0,60.0
17670,mobile,ended,-16.0,
17671,mobile,ended,125.0,
17672,mobile,ended,-103.0,
17673,mobile,ended,106.0,
17674,mobile,ended,-197.0,
17675,mobile,ended,16.0,
17676,mobile,canceled,,
17677,mobile,ended,111.0,
17678,connect,ended,-141.0,
17679,connect,ended,69.0,
17680,mobile,ended,-152.0,540.0
17681,mobile,canceled,,
17682,mobile,ended,-17.0,
17683,mobile,ended,102.0,
17684,mobile,ended,-29.0,
17685,mobile,ended,9.0,
17686,mobile,ended,25.0,
17687,mobile,ended,183.0,
17688,mobile,ended,616.0,
17689,mobile,ended,-22.0,
17690,connect,canceled,,
17691,mobile,ended,-108.0,
17692,mobile,ended,-93.0,
17693,connect,ended,-108.0,
17694,connect,ended,-72.0,
17695,mobile,ended,-23.0,
17696,connect,ended,-73.0,
17697,mobile,ended,-87.0,
17698,connect,ended,172.0,30.0
17699,mobile,ended,-17.0,
17700,mobile,ended,22.0,
17701,mobile,ended,-25.0,
17702,mobile,ended,-53.0,
17703,mobile,ended,36.0,
17704,mobile,ended,2.0,420.0
17705,mobile,ended,,
17706,connect,canceled,,
17707,mobile,canceled,,
17708,mobile,ended,-63.0,
17709,mobile,ended,58.0,
17710,mobile,ended,-110.0,0.0
17711,mobile,ended,-48.0,
17712,mobile,ended,-24.0,
17713,mobile,ended,,
17714,mobile,ended,515.0,
17715,mobile,ended,,
17716,mobile,canceled,,
17717,mobile,canceled,,
17718,mobile,ended,1.0,
17719,mobile,ended,81.0,
17720,connect,ended,8.0,150.0
17721,mobile,ended,-16.0,
17722,mobile,canceled,,
17723,mobile,ended,,60.0
17724,mobile,ended,-180.0,
17725,mobile,ended,0.0,
17726,mobile,ended,124.0,
17727,mobile,ended,27.0,
17728,connect,ended,,
17729,mobile,ended,-187.0,
17730,mobile,ended,173.0,
17731,mobile,canceled,,720.0
17732,mobile,ended,88.0,
17733,mobile,canceled,,
17734,mobile,ended,-81.0,
17735,mobile,ended,,
17736,connect,canceled,,
17737,mobile,ended,156.0,
17738,mobile,ended,,
17739,connect,canceled,,
17740,mobile,ended,-30.0,
17741,mobile,ended,167.0,
17742,mobile,canceled,,
17743,connect,ended,-109.0,
17744,mobile,ended,-121.0,
17745,mobile,ended,-163.0,
17746,mobile,canceled,,
17747,mobile,canceled,,
17748,mobile,ended,61.0,
17749,mobile,canceled,,
17750,mobile,ended,-3.0,720.0
17751,connect,ended,5.0,
17752,mobile,ended,-55.0,
17753,mobile,ended,96.0,
17754,mobile,canceled,,
17755,mobile,canceled,,
17756,mobile,ended,22.0,
17757,mobile,ended,25.0,
17758,mobile,ended,297.0,
17759,mobile,ended,,
17760,mobile,ended,113.0,
17761,mobile,ended,-314.0,
17762,mobile,ended,55.0,
17763,connect,canceled,,
17764,mobile,ended,35.0,90.0
17765,mobile,canceled,,
17766,mobile,ended,111.0,
17767,mobile,ended,752.0,
17768,mobile,ended,-1020.0,
17769,mobile,canceled,,
17770,connect,ended,-19.0,30.0
17771,mobile,canceled,,
17772,mobile,ended,92.0,
17773,mobile,ended,5.0,
17774,mobile,ended,-921.0,
17775,mobile,ended,-9.0,
17776,connect,ended,-129.0,
17777,connect,ended,0.0,
17778,connect,ended,31.0,
17779,mobile,canceled,,
17780,connect,ended,-40.0,210.0
17781,connect,ended,-202.0,
17782,mobile,ended,,
17783,mobile,canceled,,
17784,mobile,canceled,,
17785,mobile,ended,-94.0,
17786,mobile,ended,-69.0,
17787,mobile,ended,44.0,
17788,connect,ended,23.0,
17789,connect,ended,57.0,
17790,mobile,ended,-53.0,
17791,mobile,ended,207.0,
17792,connect,ended,-4.0,
17793,mobile,canceled,,
17794,mobile,ended,-14.0,
17795,mobile,ended,4.0,
17796,mobile,ended,19.0,90.0
17797,mobile,ended,335.0,
17798,mobile,ended,-52.0,
17799,mobile,ended,6.0,
17800,mobile,canceled,,
17801,mobile,canceled,,
17802,mobile,ended,3.0,90.0
17803,mobile,ended,-31.0,
17804,mobile,ended,-156.0,
17805,mobile,ended,-6.0,
17806,mobile,ended,15.0,
17807,mobile,ended,381.0,
17808,connect,ended,205.0,
17809,mobile,ended,39.0,
17810,mobile,ended,-41.0,
17811,connect,ended,-43.0,
17812,mobile,ended,86.0,
17813,mobile,canceled,,
17814,mobile,ended,54.0,
17815,mobile,canceled,,
17816,connect,ended,97.0,
17817,mobile,ended,146.0,
17818,mobile,ended,1.0,
17819,mobile,canceled,,
17820,mobile,canceled,,
17821,mobile,ended,470.0,
17822,mobile,ended,-66.0,
17823,connect,ended,10.0,
17824,mobile,ended,15.0,
17825,mobile,ended,,
17826,mobile,canceled,,
17827,mobile,canceled,,
17828,mobile,canceled,,
17829,mobile,canceled,,
17830,mobile,ended,,
17831,mobile,ended,-76.0,
17832,mobile,canceled,,
17833,mobile,ended,5.0,630.0
17834,mobile,canceled,,
17835,mobile,ended,11.0,
17836,mobile,canceled,,
17837,mobile,canceled,,420.0
17839,mobile,ended,250.0,
17840,mobile,ended,85.0,
17841,mobile,ended,242.0,
17842,mobile,ended,-64.0,
17843,connect,canceled,,
17844,mobile,ended,225.0,
17845,mobile,ended,-3.0,
17846,mobile,ended,,
17847,mobile,ended,6.0,
17848,mobile,ended,-37.0,
17849,mobile,canceled,,
17850,mobile,canceled,,
17851,mobile,ended,-7.0,
17852,mobile,ended,64.0,
17853,mobile,ended,,
17854,mobile,ended,,
17855,connect,ended,106.0,30.0
17856,mobile,ended,28.0,
17857,connect,ended,18.0,
17858,mobile,ended,183.0,
17859,mobile,ended,,
17860,mobile,canceled,,
17861,mobile,ended,62.0,
17862,mobile,canceled,,
17863,mobile,ended,-17.0,
17864,connect,ended,-37.0,
17865,mobile,ended,6.0,
17866,mobile,canceled,,
17867,mobile,ended,137.0,
17868,mobile,ended,-1.0,
17869,mobile,ended,,
17870,connect,canceled,,600.0
17871,mobile,ended,93.0,
17872,mobile,canceled,,
17873,mobile,ended,,
17874,mobile,ended,96.0,
17875,mobile,ended,,
17876,connect,ended,,
17877,mobile,ended,336.0,
17878,mobile,ended,20.0,
17879,mobile,ended,55.0,
17880,mobile,ended,967.0,630.0
17881,mobile,ended,14.0,
17882,mobile,ended,36.0,
17883,mobile,ended,,
17884,mobile,ended,208.0,
17885,mobile,ended,40.0,600.0
17886,connect,ended,-76.0,
17887,mobile,ended,162.0,
17889,mobile,ended,,
17891,connect,ended,,60.0
17892,mobile,ended,72.0,
17893,connect,ended,47.0,0.0
17894,mobile,canceled,,
17895,mobile,ended,-336.0,
17896,mobile,canceled,,
17897,mobile,ended,,
17898,connect,ended,,0.0
17899,mobile,ended,-56.0,
17900,mobile,ended,-46.0,
17901,connect,ended,-529.0,
17902,mobile,ended,,
17903,mobile,ended,13.0,
17904,mobile,ended,,
17905,connect,ended,51.0,
17906,connect,ended,-13.0,600.0
17907,connect,canceled,,
17908,mobile,ended,53.0,
17909,connect,ended,12.0,
17910,connect,ended,-85.0,
17911,connect,canceled,,
17912,mobile,ended,-139.0,
17913,mobile,ended,80.0,
17914,connect,canceled,,
17915,mobile,ended,41.0,
17916,mobile,canceled,,
17917,mobile,canceled,,
17918,mobile,ended,46.0,
17919,mobile,ended,-11.0,
17920,mobile,ended,-360.0,
17921,connect,ended,-154.0,
17922,mobile,ended,,
17923,mobile,ended,-69.0,
17924,mobile,ended,40.0,
17925,mobile,canceled,,
17926,connect,ended,6.0,
17927,mobile,ended,-79.0,
17928,mobile,canceled,,
17929,mobile,ended,43.0,
17930,mobile,ended,-9.0,
17931,mobile,ended,104.0,
17932,mobile,ended,-10.0,
17933,mobile,ended,10.0,
17934,mobile,ended,23.0,
17935,mobile,ended,8.0,
17936,mobile,ended,61.0,
17937,mobile,ended,-57.0,
17938,mobile,ended,-7.0,
17939,connect,ended,49.0,
17940,connect,ended,-6.0,60.0
17941,mobile,ended,23.0,
17942,mobile,ended,-12.0,
17943,mobile,ended,,
17944,mobile,ended,-810.0,
17945,mobile,ended,65.0,
17946,connect,canceled,,
17947,mobile,ended,34.0,60.0
17948,mobile,ended,48.0,
17949,mobile,ended,26.0,
17950,mobile,ended,-110.0,
17951,mobile,ended,-106.0,
17952,mobile,ended,-56.0,
17953,connect,ended,33.0,
17954,mobile,ended,6.0,
17955,mobile,ended,34.0,
17956,mobile,ended,-95.0,
17957,mobile,ended,,
17958,mobile,ended,842.0,
17959,mobile,ended,45.0,
17960,mobile,ended,-43.0,
17961,mobile,ended,-143.0,
17962,mobile,canceled,,
17963,mobile,ended,-281.0,
17964,mobile,ended,322.0,
17965,connect,ended,-428.0,120.0
17966,mobile,ended,22.0,90.0
17967,mobile,ended,0.0,
17968,mobile,ended,41.0,
17969,mobile,ended,10.0,
17970,mobile,ended,,
17971,mobile,ended,4.0,
17972,connect,ended,-28.0,
17973,mobile,ended,132.0,
17974,mobile,ended,16.0,
17975,mobile,ended,51.0,720.0
17976,mobile,ended,-20.0,
17977,mobile,ended,1073.0,690.0
17978,mobile,ended,337.0,
17979,mobile,ended,-3.0,
17980,mobile,ended,,660.0
17981,connect,canceled,,
17982,mobile,ended,44.0,
17984,mobile,canceled,,
17985,mobile,ended,85.0,
17986,mobile,ended,,
17987,mobile,ended,-75.0,
17988,mobile,ended,-17.0,
17989,mobile,ended,22.0,
17990,mobile,ended,564.0,
17991,mobile,ended,50.0,
17992,mobile,ended,-92.0,
17993,connect,ended,-9.0,
17994,mobile,ended,105.0,
17995,connect,ended,12.0,
17996,mobile,ended,-65.0,
17997,mobile,canceled,,
17998,connect,ended,28.0,
17999,mobile,canceled,,
18000,mobile,ended,23.0,
18001,connect,ended,-600.0,
18002,mobile,ended,26.0,
18003,mobile,ended,-54.0,
18004,mobile,ended,-39.0,
18005,connect,ended,-146.0,
18006,connect,ended,46.0,
18007,connect,ended,23.0,
18008,connect,ended,93.0,300.0
18009,connect,canceled,,
18010,mobile,ended,,
18011,mobile,ended,185.0,
18012,mobile,ended,119.0,
18013,mobile,ended,36.0,690.0
18014,connect,ended,-89.0,
18015,connect,ended,-36.0,60.0
18016,connect,ended,81.0,
18017,connect,ended,-355.0,
18018,mobile,ended,-4.0,
18019,connect,ended,-76.0,
18020,mobile,ended,69.0,
18021,connect,ended,123.0,
18022,mobile,ended,-30.0,
18023,mobile,ended,64.0,
18024,mobile,ended,55.0,
18025,mobile,ended,55.0,
18026,mobile,ended,-15.0,
18027,mobile,ended,345.0,
18028,mobile,ended,1387.0,
18029,connect,ended,-159.0,
18030,mobile,ended,55.0,
18031,connect,ended,77.0,
18032,mobile,ended,122.0,
18033,mobile,ended,55.0,
18034,mobile,ended,33.0,
18035,connect,ended,-48.0,
18036,mobile,ended,-1.0,
18037,mobile,ended,-154.0,
18038,connect,ended,9.0,
18039,mobile,ended,65.0,
18040,mobile,ended,,
18041,mobile,ended,0.0,210.0
18042,mobile,ended,-172.0,
18043,connect,ended,-23.0,
18044,mobile,canceled,,
18045,mobile,ended,188.0,
18046,mobile,ended,-27.0,
18047,mobile,ended,17.0,690.0
18048,mobile,ended,12.0,
18049,mobile,ended,18.0,
18050,mobile,ended,-11.0,
18051,mobile,ended,105.0,
18052,mobile,ended,206.0,
18053,mobile,ended,-70.0,
18054,connect,ended,11.0,
18055,mobile,ended,36.0,
18056,mobile,ended,93.0,
18057,connect,ended,1.0,
18058,connect,ended,-69.0,
18059,mobile,ended,-41.0,
18060,connect,ended,-89.0,0.0
18061,mobile,ended,-8.0,
18062,mobile,ended,3.0,
18063,mobile,ended,-83.0,
18064,mobile,ended,,
18065,mobile,ended,52.0,
18066,connect,ended,-56.0,
18067,mobile,ended,18.0,
18068,mobile,ended,332.0,
18069,mobile,ended,38.0,
18070,connect,ended,75.0,
18071,connect,canceled,,
18072,mobile,ended,-423.0,
18073,connect,ended,-89.0,
18074,mobile,ended,13.0,
18075,mobile,canceled,,
18076,mobile,ended,-70.0,660.0
18077,mobile,ended,9.0,
18078,mobile,ended,,
18079,mobile,canceled,,
18080,mobile,ended,34.0,
18081,mobile,canceled,,
18082,mobile,ended,39.0,
18083,mobile,ended,54.0,
18084,mobile,ended,283.0,
18085,mobile,ended,-386.0,
18086,mobile,ended,6.0,
18087,mobile,canceled,,
18088,mobile,ended,,
18089,mobile,ended,,
18090,mobile,ended,39.0,
18091,mobile,ended,101.0,
18092,connect,ended,-242.0,690.0
18093,mobile,canceled,,
18094,connect,ended,-9.0,
18095,mobile,ended,40.0,
18096,mobile,canceled,,
18097,mobile,ended,,
18098,mobile,ended,-90.0,
18099,mobile,ended,,
18100,mobile,canceled,,
18101,mobile,canceled,,210.0
18102,connect,ended,23.0,
18103,mobile,ended,69.0,60.0
18104,mobile,canceled,,
18105,mobile,ended,24.0,
18106,mobile,ended,126.0,
18107,mobile,ended,4.0,
18108,mobile,ended,,60.0
18109,mobile,ended,-47.0,
18110,mobile,ended,8.0,
18111,mobile,ended,,
18112,mobile,ended,612.0,
18113,connect,ended,-23.0,
18114,mobile,ended,8.0,720.0
18115,mobile,ended,-114.0,
18116,mobile,canceled,,
18117,mobile,canceled,,
18118,mobile,canceled,,
18119,mobile,ended,26.0,
18120,mobile,ended,-14.0,
18121,mobile,ended,249.0,
18122,mobile,ended,18.0,60.0
18123,mobile,ended,-115.0,
18124,mobile,canceled,,
18125,mobile,ended,-27.0,
18126,mobile,ended,53.0,
18127,mobile,ended,25.0,
18128,mobile,ended,53.0,
18129,mobile,ended,-51.0,
18130,mobile,canceled,,90.0
18131,mobile,ended,106.0,720.0
18132,mobile,ended,-42.0,
18133,mobile,ended,15.0,
18134,connect,ended,26.0,120.0
18135,connect,ended,-39.0,
18136,connect,canceled,,
18137,connect,ended,154.0,
18138,mobile,ended,81.0,
18139,mobile,ended,,360.0
18140,mobile,ended,-292.0,
18141,connect,ended,2.0,720.0
18142,connect,ended,62.0,
18143,connect,ended,32.0,90.0
18144,mobile,ended,14.0,
18145,mobile,ended,280.0,
18146,mobile,canceled,,
18147,mobile,ended,15.0,
18148,mobile,ended,81.0,
18149,connect,ended,21.0,
18150,connect,ended,,
18151,mobile,canceled,,
18152,connect,ended,25.0,
18153,mobile,ended,68.0,
18154,mobile,ended,63.0,
18155,mobile,ended,205.0,
18156,mobile,ended,-7.0,
18157,mobile,ended,100.0,
18158,connect,canceled,,
18159,mobile,ended,365.0,
18160,mobile,ended,-449.0,
18161,connect,canceled,,
18162,mobile,ended,-11.0,
18163,mobile,ended,,
18164,mobile,ended,10.0,
18165,mobile,ended,135.0,
18166,mobile,ended,155.0,
18167,mobile,ended,-174.0,
18168,mobile,ended,-161.0,
18169,mobile,ended,3.0,
18170,mobile,ended,-26.0,
18171,mobile,ended,73.0,
18172,connect,ended,-74.0,
18173,connect,ended,69.0,
18174,mobile,ended,339.0,
18175,connect,canceled,,
18176,mobile,ended,,
18177,mobile,ended,-3.0,720.0
18178,mobile,ended,24.0,
18179,mobile,ended,-90.0,
18180,connect,ended,28.0,
18181,mobile,ended,-64.0,
18182,mobile,ended,28.0,
18183,mobile,ended,3.0,
18184,connect,ended,98.0,30.0
18185,connect,ended,102.0,180.0
18186,mobile,ended,-137.0,
18187,mobile,ended,13.0,
18188,mobile,ended,-32.0,
18189,mobile,ended,19.0,
18190,mobile,ended,-25.0,
18191,mobile,ended,-524.0,
18192,mobile,ended,,
18193,mobile,ended,-116.0,
18194,mobile,canceled,,
18195,mobile,ended,1326.0,
18196,mobile,ended,-488.0,90.0
18197,mobile,ended,-24.0,
18198,mobile,ended,1274.0,
18199,mobile,ended,17.0,
18200,mobile,ended,-57.0,
18201,mobile,ended,26.0,
18202,mobile,ended,-27.0,
18203,mobile,ended,72.0,
18204,mobile,canceled,,
18205,mobile,ended,105.0,
18206,mobile,ended,37.0,
18207,mobile,ended,-65.0,
18208,mobile,ended,111.0,
18209,connect,ended,30.0,
18210,connect,ended,-73.0,
18211,mobile,ended,-20.0,
18212,mobile,canceled,,
18213,mobile,ended,4.0,
18214,connect,canceled,,
18215,mobile,ended,-10.0,
18216,mobile,canceled,,
18217,mobile,ended,10.0,150.0
18218,connect,ended,-71.0,
18219,mobile,ended,-69.0,
18220,mobile,canceled,,
18221,mobile,ended,6.0,
18222,connect,ended,-8.0,
18223,mobile,ended,-90.0,
18224,mobile,ended,509.0,
18225,mobile,ended,-21.0,
18226,mobile,ended,-28.0,
18227,mobile,ended,157.0,
18228,mobile,ended,25.0,
18229,connect,canceled,,
18230,mobile,ended,421.0,
18231,mobile,ended,181.0,
18232,connect,ended,29.0,
18233,mobile,ended,4.0,
18234,mobile,ended,-16.0,
18235,connect,canceled,,
18236,connect,ended,-29.0,
18237,mobile,ended,-2.0,
18238,connect,ended,-10.0,60.0
18239,mobile,ended,-26.0,
18240,mobile,ended,68.0,
18241,mobile,canceled,,
18242,mobile,ended,191.0,330.0
18243,connect,ended,-775.0,
18244,mobile,ended,86.0,
18245,mobile,ended,172.0,
18246,mobile,ended,,
18247,mobile,ended,-2.0,
18248,mobile,ended,,
18249,mobile,ended,96.0,
18250,mobile,ended,,
18251,connect,ended,-102.0,
18252,mobile,ended,-41.0,
18253,mobile,ended,1.0,
18254,mobile,ended,,
18255,mobile,ended,-128.0,
18256,mobile,ended,-58.0,
18257,connect,ended,-246.0,
18258,mobile,ended,8.0,
18259,connect,ended,35.0,
18260,mobile,ended,125.0,
18261,mobile,canceled,,
18262,mobile,ended,-81.0,
18263,mobile,ended,,
18264,mobile,ended,615.0,
18265,mobile,ended,-710.0,
18266,mobile,ended,-34.0,
18267,mobile,ended,-19.0,
18268,connect,ended,63.0,
18269,mobile,ended,22.0,
18270,connect,ended,6.0,
18271,mobile,ended,69.0,
18272,connect,ended,152.0,
18273,mobile,ended,-95.0,
18274,mobile,ended,15.0,
18275,mobile,ended,-5.0,
18276,mobile,ended,11.0,
18277,mobile,ended,276.0,
18278,mobile,ended,,
18279,mobile,ended,141.0,
18280,mobile,ended,149.0,
18281,mobile,ended,66.0,
18282,mobile,ended,,
18283,mobile,ended,21.0,
18284,mobile,ended,-41.0,
18285,mobile,ended,-381.0,
18286,mobile,ended,427.0,720.0
18287,connect,ended,-38.0,
18288,mobile,ended,94.0,
18289,mobile,ended,-82.0,
18290,connect,ended,-97.0,120.0
18291,mobile,ended,-4.0,
18292,mobile,ended,,
18293,connect,canceled,,
18294,mobile,ended,,
18295,mobile,ended,23.0,
18296,mobile,ended,,
18297,mobile,ended,73.0,
18298,mobile,canceled,,
18299,mobile,ended,,
18300,mobile,ended,-44.0,
18301,mobile,ended,,
18302,mobile,canceled,,
18303,mobile,ended,-630.0,
18304,mobile,ended,13.0,
18305,connect,ended,6.0,
18306,mobile,ended,-53.0,
18307,connect,ended,-5.0,
18308,mobile,ended,333.0,
18309,connect,ended,-239.0,
18310,mobile,ended,32.0,
18311,mobile,ended,31.0,
18312,mobile,ended,,
18313,connect,ended,-70.0,
18314,mobile,ended,288.0,
18315,mobile,ended,,
18316,mobile,ended,69.0,120.0
18317,mobile,ended,5.0,
18318,mobile,ended,28.0,
18319,connect,ended,8.0,
18320,connect,ended,66.0,
18321,mobile,ended,-55.0,
18322,mobile,ended,-43.0,
18323,mobile,ended,12.0,
18324,mobile,ended,1.0,
18325,mobile,ended,-440.0,
18326,mobile,ended,38.0,
18327,mobile,ended,421.0,
18328,mobile,ended,-2.0,
18329,mobile,canceled,,
18330,mobile,canceled,,
18331,mobile,ended,-26.0,
18332,mobile,ended,150.0,270.0
18333,mobile,ended,13.0,
18334,mobile,ended,246.0,
18335,mobile,ended,,
18336,mobile,ended,295.0,
18338,connect,ended,-28.0,
18339,mobile,ended,-1.0,
18340,mobile,ended,471.0,
18341,mobile,ended,,
18342,mobile,ended,32.0,
18343,mobile,canceled,,600.0
18344,mobile,ended,,
18345,connect,ended,24.0,
18346,mobile,ended,,
18347,mobile,ended,14.0,
18348,mobile,canceled,,
18349,connect,canceled,,
18350,mobile,ended,-53.0,
18351,mobile,ended,-25.0,
18352,mobile,ended,,
18353,mobile,canceled,,
18354,connect,ended,-16.0,
18355,mobile,canceled,,
18356,connect,ended,,
18357,connect,ended,4.0,
18358,connect,ended,-175.0,
18359,mobile,ended,-30.0,
18360,connect,ended,-175.0,
18361,mobile,ended,103.0,300.0
18362,mobile,ended,7.0,
18363,mobile,ended,-27.0,
18364,mobile,ended,51.0,
18365,mobile,ended,125.0,
18366,mobile,ended,27.0,
18367,mobile,ended,258.0,
18368,mobile,ended,-200.0,
18369,mobile,ended,-84.0,
18370,mobile,ended,-28.0,
18371,mobile,ended,127.0,
18372,mobile,ended,-11.0,
18373,connect,ended,,
18374,connect,ended,-56.0,0.0
18375,mobile,canceled,,
18376,mobile,ended,28.0,
18377,mobile,ended,49.0,
18378,connect,ended,26.0,
18379,mobile,ended,-81.0,
18380,mobile,ended,-19.0,
18381,mobile,ended,77.0,
18382,mobile,ended,212.0,
18383,mobile,ended,84.0,
18384,mobile,ended,28.0,
18385,connect,ended,20.0,
18386,connect,ended,-63.0,120.0
18387,mobile,ended,,
18388,mobile,ended,45.0,
18389,mobile,ended,-80.0,
18390,mobile,canceled,,
18391,connect,ended,10.0,
18392,mobile,canceled,,
18393,mobile,ended,5.0,
18394,connect,ended,194.0,
18395,mobile,ended,437.0,630.0
18396,mobile,ended,12.0,
18397,mobile,ended,11.0,
18398,connect,ended,36.0,
18399,connect,ended,-40.0,
18400,mobile,ended,308.0,
18401,mobile,ended,123.0,
18402,mobile,ended,-635.0,
18403,connect,ended,38.0,
18404,mobile,ended,73.0,
18405,connect,ended,1.0,
18406,mobile,ended,-689.0,
18407,mobile,ended,136.0,
18408,connect,ended,-224.0,
18409,mobile,ended,63.0,
18410,mobile,ended,33.0,
18411,mobile,ended,96.0,
18412,connect,canceled,,
18413,mobile,ended,-1.0,
18414,connect,ended,-91.0,60.0
18415,mobile,ended,66.0,
