,checkin_type,state,delay_at_checkout_in_minutes,time_delta_with_previous_rental_in_minutes
11679,connect,ended,35.0,
11680,mobile,ended,873.0,
11681,mobile,ended,-49.0,
11682,mobile,ended,108.0,
11683,mobile,ended,5.0,
11684,mobile,canceled,,
11685,mobile,ended,,
11687,mobile,ended,-9.0,
11688,connect,ended,-6.0,30.0
11689,mobile,ended,-131.0,
11690,mobile,ended,,
11691,mobile,ended,33.0,
11692,connect,canceled,,
11693,mobile,ended,53.0,
11694,connect,canceled,,
11695,mobile,ended,,
11696,connect,ended,8.0,
11697,connect,ended,-29.0,
11698,mobile,ended,-1.0,
11699,connect,ended,-50.0,
11700,mobile,canceled,,
11701,connect,ended,14.0,30.0
11702,mobile,ended,,
11703,mobile,ended,1157.0,
11704,mobile,canceled,,
11705,mobile,canceled,,
11706,mobile,ended,256.0,
11707,mobile,ended,58.0,
11708,connect,ended,-69.0,
11709,mobile,ended,,
11710,mobile,ended,-29.0,
11711,mobile,ended,3.0,
11712,mobile,ended,-7.0,
11713,mobile,ended,74.0,
11714,mobile,ended,-42.0,
11715,connect,ended,-71.0,
11716,mobile,ended,100.0,
11717,mobile,ended,,
11718,connect,ended,-58.0,
11719,mobile,ended,99.0,
11721,mobile,ended,53.0,
11722,mobile,ended,221.0,
11723,mobile,canceled,,
11724,mobile,ended,99.0,
11725,mobile,canceled,,
11726,mobile,ended,,
11727,mobile,ended,505.0,
11728,connect,ended,45.0,
11729,mobile,ended,,
11730,mobile,ended,207.0,
11731,connect,canceled,,
11732,mobile,ended,-63.0,
11733,mobile,ended,,
11734,connect,ended,6.0,
11735,mobile,ended,-48.0,
11736,mobile,ended,-142.0,
11737,mobile,ended,240.0,
11738,connect,ended,11.0,
11739,mobile,canceled,,
11740,connect,ended,-21.0,
11741,mobile,canceled,,
11742,mobile,canceled,,
11743,connect,canceled,,
11744,mobile,ended,-114.0,
11745,mobile,ended,13.0,
11746,connect,ended,-145.0,
11747,mobile,canceled,,
11748,mobile,ended,,
11749,mobile,ended,-115.0,
11750,mobile,canceled,,
11751,mobile,ended,-5.0,
11752,mobile,ended,41.0,
11753,mobile,ended,-9.0,
11754,mobile,ended,135.0,
11755,mobile,ended,162.0,
11756,mobile,ended,61.0,
11757,mobile,ended,,
11758,mobile,canceled,,
11759,mobile,ended,25.0,
11760,mobile,ended,87.0,
11761,mobile,canceled,,390.0
11762,mobile,canceled,,30.0
11764,mobile,ended,-29.0,
11765,mobile,ended,9.0,
11766,mobile,ended,251.0,
11767,connect,ended,-16.0,
11768,mobile,ended,-4.0,
11769,connect,ended,-21.0,
11770,connect,ended,-45.0,660.0
11771,mobile,ended,-27.0,
11772,connect,canceled,,0.0
11773,mobile,ended,42.0,
11774,connect,canceled,,0.0
11775,mobile,ended,47.0,
11776,connect,ended,55.0,60.0
11777,mobile,ended,-103.0,
11778,mobile,ended,-57.0,
11779,mobile,ended,64.0,0.0
11780,mobile,ended,-69.0,
11781,mobile,ended,,
11782,connect,canceled,,
11783,mobile,ended,33.0,
11784,mobile,ended,0.0,
11785,mobile,canceled,,
11786,connect,ended,-14.0,
11787,connect,ended,-176.0,
11788,connect,ended,-320.0,
11789,mobile,ended,,660.0
11790,mobile,ended,15.0,
11791,connect,canceled,,
11792,mobile,ended,143.0,
11793,mobile,ended,-88.0,
11794,connect,ended,-35.0,
11796,mobile,canceled,,
11797,mobile,ended,-107.0,
11798,mobile,ended,,
11799,mobile,ended,,
11800,mobile,ended,324.0,
11801,mobile,canceled,,
11802,mobile,canceled,,
11803,connect,canceled,,
11804,mobile,ended,-27.0,
11805,mobile,canceled,,
11806,connect,ended,-1.0,
11807,mobile,canceled,,
11808,mobile,ended,-20.0,
11809,mobile,ended,132.0,
11810,connect,canceled,,
11811,mobile,ended,13.0,
11812,mobile,ended,32.0,
11813,mobile,ended,-23.0,
11814,mobile,ended,-33.0,
11815,mobile,ended,129.0,
11816,mobile,ended,-56.0,
11817,mobile,ended,135.0,
11818,mobile,ended,16.0,
11819,mobile,ended,5.0,
11820,mobile,ended,116.0,
11821,mobile,ended,96.0,
11822,mobile,ended,-49.0,
11823,mobile,canceled,,
11824,mobile,ended,-61.0,690.0
11825,mobile,ended,492.0,
11826,mobile,ended,17.0,
11827,mobile,ended,43.0,
11828,mobile,ended,101.0,
11829,mobile,ended,-208.0,
11830,mobile,ended,-91.0,
11831,mobile,ended,-26.0,
11832,mobile,ended,10.0,
11833,mobile,ended,-253.0,
11834,mobile,ended,-26.0,
11835,mobile,canceled,,
11836,mobile,ended,,
11837,mobile,ended,,
11838,mobile,ended,13.0,
11839,mobile,ended,836.0,
11840,mobile,canceled,,
11841,mobile,ended,,
11842,connect,ended,0.0,
11843,mobile,canceled,,
11844,mobile,ended,,
11845,mobile,ended,-14.0,
11846,mobile,ended,51.0,
11847,mobile,ended,749.0,
11848,mobile,ended,13.0,
11849,mobile,ended,-3.0,
11850,connect,ended,-3.0,180.0
11851,mobile,ended,65.0,
11852,mobile,ended,,
11853,mobile,ended,-85.0,
11854,mobile,ended,64.0,
11855,mobile,ended,-59.0,150.0
11856,mobile,ended,236.0,
11857,mobile,ended,540.0,
11858,mobile,ended,-6.0,
11859,connect,ended,-14.0,600.0
11860,mobile,canceled,,
11861,mobile,ended,-16.0,
11862,mobile,ended,665.0,120.0
11863,connect,ended,-22.0,540.0
11864,mobile,canceled,,
11865,mobile,ended,21.0,
11866,mobile,ended,132.0,
11867,mobile,ended,10.0,
11868,mobile,ended,-106.0,720.0
11869,mobile,ended,-49.0,
11870,mobile,ended,118.0,
11871,connect,canceled,,
11872,connect,canceled,,
11873,connect,ended,-2.0,
11874,connect,ended,3.0,
11875,mobile,canceled,,
11876,connect,canceled,,
11877,mobile,ended,28.0,
11878,connect,ended,42.0,0.0
11879,connect,ended,256.0,
11880,mobile,ended,,
11881,connect,ended,-9.0,120.0
11882,mobile,ended,177.0,
11883,connect,ended,92.0,
11884,connect,ended,-1057.0,
11885,mobile,ended,164.0,
11886,mobile,ended,8.0,
11887,mobile,ended,,
11888,mobile,ended,82.0,
11889,mobile,ended,-20.0,
11890,mobile,ended,,
11891,connect,ended,-40.0,
11892,mobile,ended,706.0,
11893,mobile,ended,34.0,0.0
11894,mobile,ended,89.0,
11895,mobile,ended,73.0,
11896,mobile,ended,1035.0,
11897,mobile,ended,-70.0,
11898,mobile,ended,147.0,
11899,mobile,ended,,
11900,mobile,ended,,
11901,mobile,ended,44.0,
11902,connect,ended,-1.0,
11903,mobile,ended,78.0,
11904,mobile,ended,,
11905,mobile,ended,225.0,
11906,mobile,ended,14.0,
11907,connect,ended,149.0,
11908,connect,ended,944.0,
11909,mobile,canceled,,
11910,mobile,ended,99.0,
11911,mobile,ended,-15.0,630.0
11912,connect,canceled,,
11913,mobile,ended,54.0,
11914,mobile,canceled,,
11915,mobile,ended,6.0,
11916,mobile,ended,-5.0,480.0
11917,connect,canceled,,0.0
11918,mobile,ended,-53.0,
11919,mobile,ended,18.0,
11920,mobile,ended,-228.0,
11921,mobile,canceled,,
11922,connect,canceled,,
11923,mobile,canceled,,690.0
11924,mobile,ended,82.0,
11925,mobile,ended,-148.0,
11926,connect,ended,56.0,480.0
11927,mobile,ended,,
11928,connect,canceled,,
11929,mobile,canceled,,
11930,mobile,ended,43.0,
11931,mobile,canceled,,
11932,connect,ended,-89.0,
11933,connect,canceled,,
11934,mobile,ended,11.0,
11935,mobile,ended,-27.0,
11936,mobile,ended,303.0,
11937,mobile,ended,-8.0,300.0
11938,mobile,ended,,
11939,mobile,ended,100.0,
11940,mobile,ended,,
11941,connect,ended,-10.0,
11942,mobile,ended,-29.0,300.0
11943,mobile,ended,-13.0,
11944,mobile,ended,228.0,330.0
11945,mobile,ended,-75.0,
11946,mobile,ended,-28.0,
11947,mobile,ended,169.0,
11948,mobile,canceled,,
11949,mobile,ended,186.0,
11950,mobile,ended,65.0,
11951,mobile,ended,,
11952,mobile,canceled,,
11953,mobile,ended,-8.0,
11954,mobile,ended,9.0,
11955,mobile,ended,-81.0,
11956,mobile,ended,67.0,
11957,mobile,ended,52.0,
11958,connect,ended,-95.0,
11959,mobile,ended,197.0,
11960,mobile,ended,102.0,
11961,mobile,canceled,,
11962,connect,ended,267.0,
11963,connect,canceled,,240.0
11964,mobile,ended,7.0,
11965,mobile,ended,27.0,
11966,mobile,ended,24.0,
11967,mobile,ended,42.0,
11968,mobile,ended,,
11969,mobile,ended,-9.0,
11970,mobile,ended,,60.0
11971,mobile,ended,-36.0,
11972,mobile,ended,29.0,
11973,mobile,ended,-21.0,
11974,mobile,ended,9.0,
11975,mobile,ended,-4.0,
11976,mobile,ended,-50.0,
11977,mobile,ended,-203.0,
11978,mobile,ended,,
11979,mobile,ended,90.0,
11980,connect,ended,37.0,
11981,mobile,ended,62.0,
11982,connect,ended,8.0,0.0
11983,mobile,ended,-107.0,
11984,mobile,ended,-181.0,
11985,mobile,canceled,,
11986,mobile,canceled,,
11987,mobile,ended,-22.0,
11988,mobile,ended,33.0,
11989,connect,ended,219.0,570.0
11990,mobile,ended,-235.0,
11991,mobile,ended,207.0,
11992,mobile,ended,,
11993,mobile,ended,,
11994,mobile,ended,1431.0,
11995,mobile,ended,-56.0,
11996,mobile,ended,-713.0,
11997,connect,ended,33.0,
11998,mobile,ended,32.0,
11999,connect,ended,-48.0,60.0
12000,connect,ended,-162.0,
12001,mobile,ended,93.0,
12002,connect,ended,-50.0,
12003,mobile,ended,109.0,
12004,mobile,ended,-33.0,
12005,connect,ended,-50.0,
12006,mobile,ended,43.0,
12007,mobile,ended,133.0,
12008,mobile,ended,,
12009,mobile,ended,-47.0,
12010,mobile,ended,-892.0,
12011,connect,canceled,,
12013,mobile,ended,-56.0,
12014,mobile,ended,85.0,
12015,mobile,ended,4.0,480.0
12016,mobile,ended,862.0,
12017,mobile,canceled,,
12018,mobile,ended,37.0,
12019,mobile,canceled,,
12020,mobile,ended,10.0,
12021,connect,ended,11.0,
12022,mobile,canceled,,
12023,mobile,ended,10.0,
12024,mobile,ended,-6.0,
12025,mobile,ended,38.0,
12026,mobile,ended,-764.0,
12027,mobile,ended,-108.0,
12028,connect,ended,0.0,
12029,connect,ended,-47.0,
12030,mobile,ended,-63.0,
12031,mobile,ended,155.0,
12032,mobile,ended,760.0,
12033,connect,ended,82.0,
12034,mobile,ended,94.0,
12035,mobile,ended,,
12036,mobile,canceled,,
12037,mobile,ended,53.0,
12038,mobile,ended,-23.0,
12039,mobile,ended,31.0,
12040,mobile,ended,24.0,
12041,connect,canceled,,
12042,mobile,ended,220.0,
12043,mobile,ended,-10.0,
12044,connect,ended,13.0,600.0
12045,mobile,canceled,,
12046,mobile,ended,37.0,630.0
12047,mobile,ended,4.0,
12048,mobile,canceled,,
12049,mobile,canceled,,
12050,mobile,ended,-49.0,
12051,mobile,ended,,
12052,mobile,ended,-70.0,
12053,mobile,ended,-54.0,
12054,mobile,ended,83.0,
12055,connect,ended,-98.0,
12056,mobile,ended,-3.0,
12057,connect,ended,-5.0,
12058,mobile,canceled,,
12059,mobile,ended,78.0,60.0
12060,mobile,ended,106.0,
12061,mobile,ended,-3.0,
12062,mobile,ended,54.0,
12063,mobile,ended,-164.0,
12064,mobile,ended,-65.0,
12065,mobile,ended,82.0,
12066,mobile,ended,-30.0,
12067,connect,ended,-152.0,0.0
12068,mobile,canceled,,
12069,mobile,canceled,,
12070,connect,ended,-45.0,
12071,mobile,ended,119.0,
12072,mobile,ended,-86.0,0.0
12073,connect,ended,-140.0,
12074,mobile,ended,-52.0,
12075,mobile,ended,107.0,
12076,connect,ended,2.0,30.0
12077,mobile,canceled,,
12078,mobile,ended,8.0,
12079,mobile,canceled,,
12080,mobile,canceled,,
12081,mobile,canceled,,
12082,mobile,canceled,,
12083,connect,ended,132.0,0.0
12084,mobile,ended,-108.0,60.0
12085,mobile,canceled,,
12086,mobile,ended,27.0,
12087,mobile,ended,-2.0,150.0
12088,connect,ended,-170.0,600.0
12089,mobile,ended,-2.0,
12090,mobile,ended,,
12091,connect,ended,-6.0,
12092,mobile,ended,,
12093,mobile,ended,,
12094,mobile,ended,3.0,0.0
12095,mobile,ended,41.0,210.0
12096,mobile,ended,-195.0,
12097,mobile,ended,-40.0,
12098,mobile,ended,2.0,
12099,connect,ended,246.0,0.0
12100,mobile,ended,458.0,
12101,connect,ended,38.0,
12102,mobile,canceled,,
12103,mobile,ended,-12.0,
12104,mobile,ended,,
12105,mobile,ended,143.0,
12106,connect,ended,,
12107,connect,ended,-215.0,
12108,mobile,canceled,,
12109,connect,ended,-52.0,
12110,mobile,ended,-286.0,
12111,mobile,canceled,,450.0
12112,mobile,ended,178.0,
12113,mobile,ended,22.0,
12114,mobile,ended,37.0,
12115,mobile,ended,,
12116,connect,ended,-70.0,
12117,mobile,ended,-43.0,
12118,mobile,ended,,
12119,connect,ended,-4.0,
12120,connect,ended,-152.0,
12121,mobile,ended,-122.0,
12122,connect,canceled,,
12123,mobile,ended,,
12124,mobile,canceled,,
12125,mobile,ended,-11.0,
12126,connect,canceled,,
12127,mobile,ended,298.0,
12128,mobile,ended,422.0,
12129,mobile,canceled,,
12130,mobile,canceled,,
12131,mobile,ended,-67.0,
12132,connect,ended,-264.0,
12133,connect,ended,-38.0,
12134,mobile,ended,,
12135,mobile,ended,-33.0,
12136,connect,ended,64.0,
12137,mobile,ended,254.0,
12138,connect,ended,-316.0,
12139,mobile,ended,6.0,720.0
12140,mobile,ended,14.0,
12141,mobile,canceled,,
12142,mobile,ended,2.0,
12143,mobile,ended,,
12144,connect,ended,15.0,
12145,mobile,ended,42.0,240.0
12146,connect,ended,-48.0,
12147,connect,ended,-79.0,
12148,mobile,ended,30.0,60.0
12149,connect,canceled,,
12150,mobile,ended,-33.0,
12151,mobile,ended,37.0,
12152,connect,canceled,,
12153,mobile,ended,,
12154,mobile,ended,33.0,
12155,mobile,ended,133.0,
12156,connect,ended,304.0,
12157,mobile,ended,4.0,
12158,connect,ended,-19.0,
12159,mobile,ended,-40.0,
12160,connect,ended,-472.0,
12161,mobile,ended,,
12162,mobile,ended,-28.0,
12163,connect,ended,-390.0,
12164,connect,ended,-50.0,
12165,connect,ended,4.0,
12167,connect,canceled,,
12168,mobile,ended,-32.0,
12169,mobile,canceled,,
12170,mobile,ended,27.0,
12171,mobile,ended,-12.0,
12172,mobile,ended,2.0,
12173,mobile,canceled,,
12174,mobile,ended,-71.0,240.0
12175,mobile,ended,,
12176,mobile,canceled,,
12177,mobile,canceled,,
12178,mobile,canceled,,
12179,mobile,ended,824.0,
12180,mobile,ended,31.0,
12181,mobile,ended,-20.0,
12182,mobile,ended,6.0,
12183,connect,ended,1.0,
12184,mobile,ended,,
12185,mobile,ended,10.0,
12186,mobile,canceled,,
12188,mobile,ended,-53.0,
12189,mobile,ended,,
12190,mobile,ended,,
12191,mobile,ended,145.0,
12192,mobile,ended,17.0,
12193,mobile,ended,,
12194,mobile,ended,55.0,
12195,mobile,canceled,,
12196,mobile,ended,122.0,
12197,connect,ended,-78.0,
12198,mobile,ended,21.0,
12199,mobile,ended,28.0,120.0
12200,mobile,ended,-61.0,
12201,mobile,ended,100.0,
12202,mobile,ended,110.0,
12203,connect,ended,164.0,240.0
12204,mobile,ended,-29.0,
12205,connect,ended,91.0,
12206,connect,ended,-195.0,
12207,connect,ended,-279.0,
12208,mobile,ended,-3.0,
12209,connect,ended,-98.0,270.0
12210,mobile,canceled,,
12211,mobile,canceled,,
12212,mobile,canceled,,
12213,mobile,ended,-5.0,
12214,mobile,ended,9.0,
12215,mobile,ended,-2.0,
12216,mobile,canceled,,
12217,mobile,ended,6.0,
12218,connect,ended,-344.0,
12219,mobile,ended,-17.0,
12220,connect,ended,295.0,480.0
12221,connect,ended,16.0,
12222,mobile,ended,46.0,
12223,mobile,ended,35.0,
12224,mobile,ended,153.0,
12225,mobile,ended,231.0,
12226,mobile,ended,-365.0,90.0
12227,mobile,ended,41.0,
12228,mobile,ended,36.0,
12229,mobile,ended,218.0,
12230,mobile,ended,18.0,
12231,mobile,ended,487.0,
12232,connect,canceled,,
12233,connect,ended,61.0,
12234,mobile,ended,-125.0,
12235,mobile,ended,86.0,
12236,mobile,ended,-65.0,
12237,mobile,ended,260.0,
12238,mobile,ended,591.0,
12239,connect,ended,-111.0,300.0
12240,mobile,ended,,
12241,mobile,ended,,
12242,mobile,ended,,
12243,connect,ended,-126.0,
12244,mobile,ended,-177.0,
12245,mobile,canceled,,
12246,connect,ended,95.0,
12247,mobile,ended,-11.0,
12248,mobile,canceled,,
12249,mobile,canceled,,
12250,mobile,canceled,,
12251,connect,canceled,,
12252,mobile,ended,,
12253,mobile,ended,-36.0,
12254,mobile,ended,20.0,
12255,mobile,ended,-18.0,
12256,mobile,ended,-12.0,
12257,mobile,ended,192.0,
12258,mobile,ended,63.0,
12259,mobile,ended,-5.0,
12260,mobile,ended,513.0,
12261,connect,ended,1.0,
12262,mobile,ended,-48.0,
12263,mobile,ended,-115.0,
12264,mobile,canceled,,
12265,mobile,ended,-5.0,30.0
12266,connect,ended,19.0,
12267,mobile,canceled,,
12268,mobile,ended,-21.0,
12269,mobile,ended,30.0,
12270,mobile,ended,62.0,
12271,mobile,ended,8.0,
12272,mobile,ended,723.0,
12273,mobile,ended,64.0,
12274,mobile,canceled,,
12275,mobile,canceled,,
12276,connect,ended,265.0,
12277,mobile,ended,398.0,
12278,mobile,ended,41.0,
12279,mobile,canceled,,60.0
12280,mobile,ended,-30.0,300.0
12281,mobile,ended,,
12282,connect,ended,5.0,
12283,connect,ended,0.0,
12284,connect,ended,-170.0,240.0
12285,mobile,ended,,
12286,mobile,ended,-50.0,
12287,connect,ended,-106.0,
12288,connect,ended,6.0,
12289,mobile,ended,0.0,
12290,mobile,canceled,,
12291,mobile,ended,84.0,
12292,connect,ended,-97.0,
12293,mobile,ended,,
12294,mobile,ended,-182.0,
12295,mobile,ended,-449.0,
12296,mobile,canceled,,
12297,mobile,ended,7.0,
12298,connect,ended,-26.0,
12299,mobile,ended,79.0,
12300,connect,ended,-484.0,
12301,mobile,ended,19.0,
12302,mobile,ended,236.0,
12303,connect,canceled,,
12304,connect,canceled,,
12305,mobile,ended,-3.0,
12306,mobile,ended,9.0,
12307,mobile,ended,34.0,
12308,mobile,ended,-47.0,
12309,mobile,ended,4.0,
12310,connect,ended,57.0,
12311,mobile,ended,131.0,
12312,mobile,ended,12.0,
12313,connect,ended,-832.0,
12314,mobile,ended,119.0,
12315,mobile,ended,58.0,
12316,mobile,ended,12.0,
12317,mobile,ended,-54.0,
12319,connect,ended,1.0,
12320,connect,ended,-45.0,
12321,mobile,ended,-33.0,
12322,mobile,ended,1305.0,
12323,mobile,ended,-36.0,
12324,mobile,ended,-129.0,
12325,mobile,ended,,
12326,mobile,ended,-32.0,
12327,mobile,ended,31.0,
12328,mobile,canceled,,
12329,mobile,ended,549.0,
12330,mobile,ended,-23.0,
12331,mobile,canceled,,
12332,mobile,ended,8.0,0.0
12333,connect,ended,120.0,
12334,mobile,ended,72.0,30.0
12335,connect,ended,-28.0,
12336,mobile,ended,10.0,
12337,mobile,ended,,
12338,mobile,canceled,,
12339,mobile,canceled,,
12340,mobile,ended,59.0,
12341,mobile,ended,388.0,630.0
12342,connect,ended,-101.0,
12343,connect,ended,112.0,
12344,mobile,ended,-111.0,
12345,mobile,ended,120.0,
12346,connect,ended,-7.0,
12347,mobile,ended,105.0,
12348,mobile,canceled,,
12349,mobile,ended,25.0,
12350,mobile,ended,-58.0,
12351,mobile,ended,465.0,
12352,mobile,canceled,,
12353,mobile,ended,1.0,
12354,connect,ended,-18.0,
12355,connect,ended,40.0,
12356,connect,canceled,,
12357,mobile,ended,11.0,
12358,connect,ended,-113.0,
12359,mobile,ended,75.0,
12360,mobile,ended,61.0,630.0
12361,mobile,ended,-100.0,30.0
12362,connect,ended,-11.0,
12363,mobile,ended,,
12364,connect,ended,-49.0,
12365,mobile,ended,8.0,
12366,mobile,ended,-31.0,
12367,connect,ended,126.0,
12368,mobile,ended,-29.0,
12369,mobile,ended,126.0,
12370,mobile,ended,-146.0,
12371,mobile,ended,48.0,
12372,mobile,ended,1.0,
12373,mobile,ended,,
12374,mobile,canceled,,
12375,connect,ended,-146.0,
12376,mobile,canceled,,
12377,mobile,ended,211.0,
12378,mobile,canceled,,
12379,connect,canceled,,
12380,mobile,ended,,
12381,mobile,ended,17.0,
12382,mobile,ended,-64.0,
12383,mobile,canceled,,
12384,mobile,ended,-376.0,
12385,mobile,ended,-278.0,
12386,mobile,ended,87.0,
12387,connect,ended,-181.0,
12388,mobile,canceled,,
12389,mobile,ended,92.0,
12390,mobile,ended,45.0,
12391,mobile,ended,,
12392,mobile,canceled,,
12393,mobile,ended,3.0,
12394,mobile,ended,,
12395,mobile,ended,,
12396,mobile,ended,-20.0,
12397,mobile,canceled,,
12398,mobile,canceled,,
12399,mobile,ended,212.0,
12400,mobile,canceled,,
12401,mobile,ended,-12.0,
12402,mobile,ended,-52.0,
12403,mobile,canceled,,
12404,mobile,ended,34.0,
12405,mobile,ended,,
12406,mobile,canceled,,
12407,mobile,ended,3.0,
12408,mobile,ended,-201.0,
12409,connect,ended,36.0,
12410,connect,canceled,,
12411,connect,ended,74.0,210.0
12412,mobile,ended,220.0,
12413,mobile,ended,,
12414,mobile,ended,76.0,
12415,mobile,canceled,,
12416,mobile,canceled,,
12417,mobile,ended,68.0,
12418,mobile,ended,125.0,
12419,mobile,ended,-59.0,
12420,mobile,ended,-1.0,
12421,mobile,ended,34.0,
12422,mobile,canceled,,
12423,mobile,ended,-92.0,
12424,mobile,ended,,
12425,mobile,ended,-56.0,
12426,connect,ended,43.0,
12427,mobile,ended,61.0,
12428,mobile,ended,-949.0,
12429,connect,ended,-12.0,
12430,mobile,ended,,
12431,connect,ended,92.0,
12432,mobile,canceled,,
12433,mobile,ended,10.0,
12434,mobile,ended,9.0,
12435,connect,ended,-94.0,720.0
12436,connect,ended,-405.0,
12437,connect,ended,25.0,
12438,mobile,ended,91.0,
12439,connect,ended,-1438.0,
12440,mobile,ended,-328.0,
12441,mobile,ended,,
12442,connect,canceled,,
12443,mobile,ended,530.0,
12444,mobile,ended,684.0,
12445,mobile,ended,-12.0,
12446,mobile,canceled,,
12447,mobile,ended,404.0,
12448,mobile,ended,-27.0,
12449,mobile,canceled,,
12450,mobile,ended,487.0,
12451,mobile,ended,-5.0,
12452,mobile,ended,-190.0,
12453,mobile,ended,64.0,
12454,mobile,ended,,
12455,mobile,canceled,,
12456,mobile,ended,6.0,
12457,mobile,ended,125.0,
12458,mobile,canceled,,
12459,mobile,ended,-147.0,
12460,mobile,ended,-76.0,
12461,mobile,ended,,
12462,mobile,ended,-2.0,
12463,mobile,ended,51.0,
12464,mobile,canceled,,
12465,mobile,ended,2.0,
12466,mobile,ended,,
12467,mobile,ended,62.0,
12468,connect,ended,-18.0,
12469,mobile,ended,33.0,270.0
12470,mobile,ended,39.0,
12471,mobile,ended,-113.0,
12472,mobile,ended,,
12473,connect,ended,-71.0,0.0
12474,connect,ended,,
12475,mobile,ended,55.0,
12477,mobile,canceled,,
12478,mobile,ended,-75.0,
12479,mobile,ended,71.0,120.0
12480,mobile,canceled,,
12481,mobile,ended,-22.0,
12482,mobile,ended,-158.0,
12483,connect,ended,-110.0,570.0
12484,connect,canceled,,
12485,mobile,ended,4.0,
12486,mobile,ended,-88.0,
12487,mobile,ended,-44.0,
12488,mobile,ended,-27.0,
12489,mobile,ended,28.0,
12490,connect,ended,-15.0,
12491,mobile,ended,34.0,
12492,mobile,ended,35.0,
12493,mobile,ended,27.0,
12494,mobile,ended,-48.0,
12495,mobile,ended,,
12496,mobile,ended,127.0,
12497,connect,canceled,,
12498,mobile,canceled,,
12499,mobile,ended,-33.0,
12500,connect,ended,5.0,120.0
12501,mobile,ended,103.0,
12502,connect,ended,-13.0,
12503,mobile,canceled,,
12504,mobile,ended,-253.0,
12505,mobile,ended,31.0,
12506,mobile,ended,,
12508,mobile,ended,133.0,
12509,connect,canceled,,
12510,mobile,ended,,
12511,mobile,ended,-23.0,
12512,mobile,ended,-80.0,
12513,mobile,canceled,,
12514,mobile,ended,-161.0,
12515,mobile,canceled,,
12516,mobile,canceled,,
12517,mobile,canceled,,
12518,connect,ended,-813.0,
12519,mobile,ended,38.0,60.0
12520,mobile,ended,-12.0,450.0
12521,mobile,ended,-33.0,
12522,mobile,canceled,,
12523,connect,ended,-181.0,660.0
12524,mobile,ended,-94.0,
12525,mobile,canceled,,
12526,connect,ended,27.0,
12527,mobile,canceled,,
12528,mobile,ended,48.0,
12529,mobile,ended,8.0,
12530,mobile,ended,-139.0,
12531,mobile,ended,391.0,
12532,mobile,ended,-514.0,
12533,mobile,canceled,,
12534,mobile,ended,-30.0,
12535,mobile,ended,69.0,
12536,connect,canceled,,
12537,mobile,ended,19.0,
12538,mobile,ended,9.0,60.0
12539,connect,ended,-154.0,
12540,mobile,ended,35.0,
12541,mobile,ended,6.0,
12542,mobile,ended,124.0,
12543,mobile,ended,,
12544,mobile,ended,-150.0,
12545,mobile,canceled,,
12546,mobile,canceled,,0.0
12547,mobile,ended,44.0,
12548,connect,ended,,
12549,connect,ended,-226.0,60.0
12550,mobile,ended,13.0,
12551,mobile,ended,,
12552,connect,ended,-54.0,
12553,mobile,ended,55.0,
12554,mobile,ended,-232.0,
12555,mobile,ended,55.0,
12556,mobile,ended,-30.0,
12557,mobile,canceled,,
12558,mobile,ended,59.0,
12559,connect,ended,206.0,
12560,connect,ended,57.0,
12561,mobile,ended,7.0,
12562,mobile,canceled,,
12563,connect,ended,2.0,
12564,mobile,ended,241.0,
12565,mobile,ended,-20.0,
12566,mobile,ended,12.0,
12567,connect,ended,42.0,120.0
12568,mobile,ended,5.0,
12569,mobile,ended,9.0,
12570,mobile,ended,243.0,
12571,mobile,ended,629.0,
12572,mobile,ended,5.0,
12573,connect,canceled,,
12574,mobile,ended,183.0,
12575,mobile,ended,54.0,
12576,mobile,ended,-91.0,
12577,mobile,ended,47.0,
12578,mobile,ended,95.0,
12579,connect,canceled,,0.0
12580,mobile,canceled,,
12581,mobile,ended,-187.0,
12582,mobile,ended,69.0,
12583,mobile,canceled,,
12584,mobile,canceled,,
12585,mobile,ended,-91.0,
12586,mobile,ended,-31.0,
12587,mobile,canceled,,
12588,mobile,ended,-5.0,
12589,mobile,ended,-59.0,
12590,mobile,ended,35.0,
12591,mobile,ended,-121.0,0.0
12592,mobile,ended,-32.0,
12593,connect,ended,-231.0,
12594,mobile,ended,-5.0,
12595,mobile,ended,33.0,
12596,mobile,ended,-142.0,
12597,mobile,ended,-91.0,
12598,mobile,ended,-19.0,
12599,mobile,canceled,,
12600,mobile,ended,-78.0,
12601,mobile,ended,40.0,
12602,mobile,ended,26.0,0.0
12603,mobile,canceled,,
12604,connect,canceled,,60.0
12605,mobile,ended,0.0,
12606,mobile,ended,92.0,
12607,mobile,ended,9.0,
12608,mobile,ended,12.0,
12609,mobile,ended,532.0,
12610,mobile,ended,16.0,
12611,mobile,canceled,,
12612,mobile,ended,112.0,360.0
12613,mobile,canceled,,
12614,connect,canceled,,0.0
12615,connect,ended,596.0,
12616,mobile,ended,14.0,
12617,mobile,ended,-50.0,
12618,mobile,ended,14.0,
12619,mobile,ended,-56.0,
12620,connect,ended,37.0,
12621,connect,canceled,,
12622,mobile,ended,48.0,
12623,mobile,ended,-119.0,
12624,connect,ended,104.0,
12625,mobile,ended,52.0,
12626,mobile,ended,17.0,
12627,mobile,canceled,,
12628,mobile,ended,8.0,
12629,connect,ended,-8.0,
12630,mobile,ended,,
12631,connect,ended,-61.0,
12632,mobile,ended,-43.0,
12633,mobile,ended,79.0,
12634,mobile,ended,-114.0,
12635,mobile,ended,-839.0,
