hotel_name,url,score,description,address,latitude,longitude,cities
Hôtel Le Bord'O Vieux Port,/hotel/fr/hoteldebordeauxlaroc.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALnh5KnBsACAdICJDM0OGRjMWM2LTI2M2EtNDI4NS04OTE0LTQ3ODJhZTE3Y2VmNtgCBeACAQ&sid=b582721ecdd8d814778f6c9aa13538f3&breadcrumb=hotel&srpvid=6f6c44b37831025e&,8.3,"Occupant un bâtiment du XVIIIe siècle, le Hôtel Le Bord'O Vieux Port est situé dans une rue piétonne animée, à seulement 30 mètres du vieux port de La Rochelle. Il comporte des chambres climatisées et une terrasse. La connexion Wi-Fi est gratuite dans tout l'établissement.Les chambres du Hôtel Le Bord'O Vieux Port comprennent une télévision, un téléphone ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux.Cet établissement sert un petit-déjeuner buffet que vous pourrez savourer sur la terrasse en été.Vous trouverez, en outre, un parking public et payant, à proximité. Le Hôtel Le Bord'O Vieux Port vous accueille à 500 mètres de la gare de La Rochelle ainsi qu'à 3 minutes à pied de l'aquarium et du centre de conférences.","43, Rue Saint Nicolas, 17000 La Rochelle, France",46.15687677,-1.14911199,  La Rochelle
Best Western Premier Masqhotel,/hotel/fr/masqhotel.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALnh5KnBsACAdICJDM0OGRjMWM2LTI2M2EtNDI4NS04OTE0LTQ3ODJhZTE3Y2VmNtgCBeACAQ&sid=e3cb4bec7a449ce81e1909f537b66246&breadcrumb=hotel&srpvid=6f6c44b37831025e&,8.6,"Le Best Western Masqhotel est un hôtel design situé à 5 minutes de marche du vieux port de La Rochelle. Il possède des chambres contemporaines, un bar-salon et une connexion Wi-Fi gratuite.Les chambres et les suites climatisées du Masqhotel comprennent des œuvres d'art originales. Elles sont dotées d'une télévision par satellite à écran plat, d'un bureau et d'un plateau/bouilloire.Un petit-déjeuner buffet composé de plats chauds et froids est servi chaque matin à l'hôtel. Vous pourrez également vous détendre dans le bar-salon de l'établissement, qui propose un large choix de boissons ainsi que des journaux gratuits.La réception est ouverte 24h/24. Un service de blanchisserie et un parking privé sont disponibles moyennant des frais supplémentaires.Cet hôtel certifié Eco-label se trouve à 150 mètres de la gare de La Rochelle et à 6 km de l'aéroport de la ville.","17 Rue de L'ouvrage à Cornes, 17000 La Rochelle, France",46.15483672,-1.14505649,  La Rochelle
Central Park Hôtel & Spa,/hotel/fr/central-park-amp-spa.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALnh5KnBsACAdICJDM0OGRjMWM2LTI2M2EtNDI4NS04OTE0LTQ3ODJhZTE3Y2VmNtgCBeACAQ&sid=877d5a8c5e4571ea93ea5bf60d42e453&breadcrumb=hotel&srpvid=6f6c44b37831025e&,8.7,"Le Central Park Hôtel & Spa est un établissement 4 étoiles situé à La Rochelle, à côté du Vieux-Port, à quelques minutes à pied de la plage et à 10 minutes de marche du cœur de la ville. Un bar vous accueille sur place, de même qu'un centre de bien-être proposant une salle de sport, des jacuzzis, un sauna, un hammam, des massages et des soins de beauté moyennant des frais supplémentaires.Dans cet hôtel moderne et cependant écologique, toutes les chambres possèdent une salle de bains privative avec des articles de toilette gratuits. Les suites comprennent un coin salon propice à la détente et certaines disposent d'une terrasse avec un jacuzzi. Chacune des chambres est équipée d'une télévision par satellite à écran plat.Le matin, l'établissement sert un petit-déjeuner buffet incluant des produits bio d'origine locale. Vous séjournerez dans un quartier résidentiel, à seulement quelques pas de boutiques et de restaurants.L'établissement possède une réception ouverte 24h/24 et un salon commun.Le Central Park Hôtel & Spa se trouve à 600 mètres de la grosse cloche et à 1,7 km du parc des expositions de La Rochelle. L'aéroport de La Rochelle-Île de Ré est le plus proche, à 3 km de l'établissement.","4, avenue Jean Guiton, 17000 La Rochelle, France",46.15891333,-1.16082335,  La Rochelle
Hôtel Le Rochelois,/hotel/fr/le-rochelois.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALnh5KnBsACAdICJDM0OGRjMWM2LTI2M2EtNDI4NS04OTE0LTQ3ODJhZTE3Y2VmNtgCBeACAQ&sid=2d13d1b5cfec517006582a380cc20109&breadcrumb=hotel&srpvid=6f6c44b37831025e&,7.9,"L'Hôtel Le Rochelois possède une piscine extérieure ouverte en saison et un court de tennis. La connexion Wi-Fi est gratuite dans l'ensemble de l'établissement. Une piscine d'hydromassage, un sauna et un hammam sont également disponibles moyennant des frais supplémentaires.Les chambres sont équipées d'une télévision à écran plat. Leur salle de bains privative est pourvue d'une douche à l'italienne ou d'une baignoire et de toilettes.Le petit-déjeuner continental quotidien est composé de viennoiseries, de fromages, de fruits, d’œufs, de céréales, de confitures, de jambon, de miel et de thé.L'Hôtel Le Rochelois se trouve à 5 km de la gare ferroviaire de La Rochelle. Un nombre limité de places de parking privées sont disponibles gratuitement sur place. Un parking privé souterrain est également accessible moyennant des frais supplémentaires.","66, boulevard Winston Churchill  Port neuf, 17000 La Rochelle, France",46.15418175,-1.18243652,  La Rochelle
Maison des Ambassadeurs,/hotel/fr/la-residence-de-france-residence-hoteliere.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALnh5KnBsACAdICJDM0OGRjMWM2LTI2M2EtNDI4NS04OTE0LTQ3ODJhZTE3Y2VmNtgCBeACAQ&sid=7e1f59f2c658fe45ed8ac7e00f65d763&breadcrumb=hotel&srpvid=6f6c44b37831025e&,8.7,"Situé au cœur de La Rochelle, dans un bâtiment datant du XVIIIe siècle, à seulement 5 minutes à pied du Vieux-Port, la Maison des Ambassadeurs propose une réception ouverte 24h/24 et un service de conciergerie.Présentant une décoration haut de gamme, toutes les chambres et les suites de la Maison des Ambassadeurs incluent une salle de bains privative avec des articles de toilette gratuits.Le soir, le piano-bar ou la terrasse sur place offrent un cadre idéal pour boire un verre. Vous pourrez vous détendre dans les salons de l'hôtel ou au bord de la piscine extérieure.Cet hôtel se trouve à seulement 1,5 km de l’Aquarium La Rochelle et de la plage, et à 15 minutes de route du pont de l'île de Ré. Des bornes de recharge pour les voitures électriques se trouvent sur place.","43 rue du Minage, 17000 La Rochelle, France",46.16282553,-1.15110219,  La Rochelle
Hôtel Le Rupella,/hotel/fr/le-rupella.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALnh5KnBsACAdICJDM0OGRjMWM2LTI2M2EtNDI4NS04OTE0LTQ3ODJhZTE3Y2VmNtgCBeACAQ&sid=35412c7fdf100c16ceb69a985288a4ad&breadcrumb=hotel&srpvid=6f6c44b37831025e&,7.0,"Situé au cœur de La Rochelle, l'Hôtel Le Rupella propose des chambres avec salle de bains privative, connexion Wi-Fi gratuite et bureau, à 10 minutes à pied de la gare et à proximité du port.Les chambres de l'Hôtel Le Rupella comprennent une télévision à écran plat ainsi qu'une salle de bains privative pourvue d'une baignoire ou d'une douche et d'articles de toilette gratuits. Certaines sont en outre dotées d'un balcon.Offrant une vue panoramique sur le port, le restaurant de l'hôtel sert une cuisine française traditionnelle. Vous aurez également la possibilité de déguster un verre au bar sur place ou de savourer votre petit-déjeuner en chambre.L'hôtel possède une réception ouverte 24h/24. Enfin, il se trouve à 850 mètres de l'aquarium de la ville et à 5 minutes de route du parc des expositions de La Rochelle.","1 et 3 Quai Maubec, 17000 La Rochelle, France",46.15817494,-1.15107,  La Rochelle
Hôtel La Fabrique,/hotel/fr/la-fabrique-la-rochelle.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALnh5KnBsACAdICJDM0OGRjMWM2LTI2M2EtNDI4NS04OTE0LTQ3ODJhZTE3Y2VmNtgCBeACAQ&sid=3b30d61edf6ecfd5be7abf209486a2fb&breadcrumb=hotel&srpvid=6f6c44b37831025e&,8.4,"L'Hôtel La Fabrique vous accueille à La Rochelle et vous propose un bar sur place.Les chambres disposent d'une télévision à écran plat. L'Hôtel La Fabrique est muni d'une connexion Wi-Fi gratuite dans l'ensemble de ses locaux.La réception est ouverte 24h/24. Vous trouverez un parking public payant à proximité.L'espace Encan se situe à 600 mètres de l'Hôtel La Fabrique, et le parc des expositions de La Rochelle vous attend à 700 mètres. L'aéroport le plus proche est celui de La Rochelle-Île de Ré, distant de 4 km.","7-9-11 rue de la Fabrique, 17000 La Rochelle, France",46.156155,-1.148583,  La Rochelle
Hôtel Les Brises,/hotel/fr/hotellesbrises.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALnh5KnBsACAdICJDM0OGRjMWM2LTI2M2EtNDI4NS04OTE0LTQ3ODJhZTE3Y2VmNtgCBeACAQ&sid=1a8416aedb486cefd5e08ff5637f4658&breadcrumb=hotel&srpvid=6f6c44b37831025e&,8.5,"Situé en bord de mer, à seulement 2 km du vieux port de La Rochelle, l’Hôtel Les Brises offre une vue panoramique sur la mer et les îles voisines. Vous bénéficierez gratuitement d’une connexion Wi-Fi.Les chambres du Brises comportent une télévision par satellite. Les salles de bains privatives sont pourvues d'articles de toilette de luxe.Vous pourrez déguster une boisson au bar ou vous détendre sur la grande terrasse en bord de mer offrant une vue panoramique sur la mer. L’établissement est équipé d’un ascenseur.L’hôtel Les Brises est implanté à 2 km du centre de La Rochelle et à côté du parc Franck Delmas.","Chemin de la digue Richelieu, 17000 La Rochelle, France",46.15345807,-1.17438644,  La Rochelle
Hôtel François 1er,/hotel/fr/hotelfrancoiser.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALnh5KnBsACAdICJDM0OGRjMWM2LTI2M2EtNDI4NS04OTE0LTQ3ODJhZTE3Y2VmNtgCBeACAQ&sid=bc5f1b63de1a41686ffc33ae016c691c&breadcrumb=hotel&srpvid=6f6c44b37831025e&,8.1,"Situé dans le cœur historique de La Rochelle, l’Hôtel François 1er vous accueille dans un bâtiment datant du XVIe siècle, à seulement 5 minutes à pied du Vieux-Port et du marché local. L’Hôtel François 1er propose une réception ouverte 24h/24 et une connexion Wi-Fi gratuite illimitée.Tous les logements spacieux de l’Hôtel François 1er présentent un décor confortable inspiré par le rock, le cinéma, la peinture, le graffiti ou la photographie. Une télévision et une salle de bains privative sont disponibles.Sur place, vous profiterez d’un service d’étage, d’un bar-salon et d’un espace détente. Le parking sécurisé de l’établissement, situé dans le centre-ville, est accessible sur demande et moyennant un supplément.Vous séjournerez à quelques pas de plusieurs magasins, restaurants et bars animés. L’Hôtel François 1er se situe aussi à proximité de lieux d’intérêt comme l’aquarium, le musée d’histoire naturelle, ainsi que les parcs et plages de la ville.La gare de La Rochelle est idéalement située à 1,9 km de l'Hôtel François 1er.","13-15 Rue Bazoges, 17000 La Rochelle, France",46.16091143,-1.15203694,  La Rochelle
Résidence New Rochelle,/hotel/fr/residence-du-port.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALnh5KnBsACAdICJDM0OGRjMWM2LTI2M2EtNDI4NS04OTE0LTQ3ODJhZTE3Y2VmNtgCBeACAQ&sid=fb5936ac7038a1c1f810d983df475867&breadcrumb=hotel&srpvid=6f6c44b37831025e&,7.6,"La Résidence New Rochelle est située près du port de plaisance de La Rochelle. Elle propose une piscine extérieure et un jardin. La plage se trouve à seulement 200 mètres.Tous les studios de la Résidence disposent d'une salle de bains privative avec baignoire ou douche. Chacun comprend une cuisine équipée avec réfrigérateur et micro-ondes. Une connexion Wi-Fi gratuite est également disponible. Attribués sous réserve de disponibilité, certains studios offrent une vue sur le port de plaisance ou la piscine.L'établissement possède également une terrasse. Par ailleurs, vous trouverez des restaurants ouverts pour le déjeuner et le dîner dans les environs.Le centre de La Rochelle est accessible en 10 minutes en bus. Enfin, vous pourrez profiter d'un parking privé à proximité et vous rejoindrez l'autoroute N11 en 10 minutes de voiture.","17 Avenue du Lazaret, 17000 La Rochelle, France",46.14068996,-1.16616011,  La Rochelle
Lagrange Apart'Hotel l’Escale Marine,/hotel/fr/l-escale-marine.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALnh5KnBsACAdICJDM0OGRjMWM2LTI2M2EtNDI4NS04OTE0LTQ3ODJhZTE3Y2VmNtgCBeACAQ&sid=c6707b9bd8f675843c74cdc9e51d2bc1&breadcrumb=hotel&srpvid=6f6c44b37831025e&,7.4,"Le Lagrange Apart'Hotel l’Escale Marine vous accueille à La Rochelle, à côté du port des Minimes. Cette résidence possède une piscine couverte chauffée ainsi qu’un centre de bien-être. Elle est située à 5 minutes à pied de l’aquarium et du Vieux-Port.Insonorisés, tous les appartements et studios comprennent une connexion Wi-Fi gratuite, une kitchenette entièrement équipée munie d’un micro-ondes/four et une salle de bains privative. Tous les appartements et les suites sont accessibles par ascenseur.Des massages sont dispensés sur demande et moyennant des frais supplémentaires. Il se trouve à 1 km de la gare de La Rochelle Ville et à 8 km de l'aéroport de La Rochelle-île de Ré.","36 Avenue Amerigo Vespucci, 17000 La Rochelle, France",46.15107012,-1.15486329,  La Rochelle
Résidence Pierre & Vacances Centre,/hotel/fr/pierre-vacances-centre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALnh5KnBsACAdICJDM0OGRjMWM2LTI2M2EtNDI4NS04OTE0LTQ3ODJhZTE3Y2VmNtgCBeACAQ&sid=0bfb779135ad551bcc73b77d59f4167b&breadcrumb=hotel&srpvid=6f6c44b37831025e&,7.3,"La Résidence Pierre & Vacances Centre vous accueille à La Rochelle, à 5 minutes de marche du vieux port et à 300 mètres de la gare TGV. Elle possède une terrasse et une piscine intérieure chauffée.Les studios du Pierre & Vacances Centre disposent d'un coin salon et d'une télévision à écran plat. Chaque studio comprend une kitchenette équipée d'un lave-vaisselle, d'un micro-ondes et d'une cafetière électrique.La résidence est desservie par un ascenseur et accessible aux personnes à mobilité réduite.La Residence Pierre & Vacances Centre bénéficie d’un emplacement idéal pour partir à la découverte de La Rochelle. Vous pourrez également faire une excursion en bateau vers l’île de Ré et le fort Boyard. La plage est à seulement 15 minutes de marche de l’hôtel. Vous pourrez profiter d’un parking sur réservation, sous réserve de disponibilité et moyennant des frais supplémentaires.Veuillez noter que la piscine est ouverte tous les jours de 9h00 à 19h00.","14, quai de Marans, 17000 La Rochelle, France",46.15576943,-1.14639223,  La Rochelle
Hôtel Saint Nicolas,/hotel/fr/comforthotelsaintnicolas.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALnh5KnBsACAdICJDM0OGRjMWM2LTI2M2EtNDI4NS04OTE0LTQ3ODJhZTE3Y2VmNtgCBeACAQ&sid=22f971fc46363671c06201dfe9b23153&breadcrumb=hotel&srpvid=6f6c44b37831025e&,8.5,"L’Hôtel Saint Nicolas vous accueille dans le quartier animé de Saint-Nicolas, à La Rochelle, à proximité de boutiques d’antiquités, de bars et de cafés. Cet établissement dispose d’une connexion Wi-Fi gratuite et d’une véranda agrémentée de grands canapés et de plantes tropicales.Les chambres sont toutes équipées de la climatisation et d’une télévision par satellite à écran plat recevant les chaînes du groupe Canal+. Les salles de bains privatives sont pourvues d'une douche ou d'une baignoire ainsi que d'un sèche-cheveux.Chaque matin, vous pourrez savourer un petit-déjeuner buffet composé de plats chauds et froids dans la véranda. Vous pourrez également prendre un petit-déjeuner continental dans votre chambre. Le bar sur place sert du thé, du café et des boissons de la région.Des places de stationnement peuvent être réservées dans un parking privé et sécurisé, moyennant des frais supplémentaires et sous réserve de disponibilité. La hauteur maximale autorisée des véhicule est de 1,90 mètres et la largeur des places de stationnement est d'environ 2 mètres.Vous séjournerez à 550 mètres de la tour Saint-Nicolas qui garde l’entrée du Vieux-Port. La gare de La Rochelle se trouve à 700 mètres.","13 rue Sardinerie, 17000 La Rochelle, France",46.15813457,-1.14891277,  La Rochelle
Hôtel Les Gens de Mer La Rochelle by Popinns**,/hotel/fr/les-gens-de-mer-la-rochelle.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALnh5KnBsACAdICJDM0OGRjMWM2LTI2M2EtNDI4NS04OTE0LTQ3ODJhZTE3Y2VmNtgCBeACAQ&sid=1311d7733d23ccfa7ce4ab13b7ef72ea&breadcrumb=hotel&srpvid=6f6c44b37831025e&,7.6,"Situé à 150 mètres de la gare et à 300 mètres du Vieux Port, l'hôtel Les Gens de Mer se trouve à La Rochelle.Installé dans une belle maison blanche qui date de 1950, l'établissement Les Gens de Mer propose 48 chambres confortables, dont 30 sont flambant neuves. Elles sont toutes disponibles à un prix raisonnable, tant pour une nuitée que pour une semaine.L'hôtel comprend 2 salles de réunions pour 15 et 50 personnes. L'équipe pourra organiser vos séminaires et repas de groupe sur demande.Une connexion Wi-Fi gratuite est disponible dans tout l'hôtel, qui se trouve à 100 mètres du nouveau palais des congrès et de l'aquarium.","20, Avenue du Général de Gaulle, 17000 La Rochelle, France",46.15412696,-1.14749925,  La Rochelle
Hôtel La Monnaie Art & Spa,/hotel/fr/de-la-monnaie.fr.html?aid=304142&label=gen173nr-1FCAQoggJCLHNlYXJjaF9sYSByb2NoZWxsZSwgcG9pdG91LWNoYXJlbnRlcywgZnJhbmNlSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuALnh5KnBsACAdICJDM0OGRjMWM2LTI2M2EtNDI4NS04OTE0LTQ3ODJhZTE3Y2VmNtgCBeACAQ&sid=3f4a9d1b699cc5263a29a57c3ee3b3a2&breadcrumb=hotel&srpvid=6f6c44b37831025e&,8.7,"Idéalement situé dans le quartier historique de La Rochelle, l'Hôtel De La Monnaie Art & Spa est aménagé dans un édifice datant du XVIIe siècle qui surplombe le Vieux-Port. Orné d’œuvres d'art, il propose une terrasse et un centre de bien-être.Offrant une vue sur la cour intérieure ou la vieille ville entourée de fortifications, toutes les chambres de l'Hôtel De La Monnaie disposent de la climatisation, d'une télévision, d'une connexion Wi-Fi gratuite, d'un plateau/bouilloire et d'une salle de bains privative.Lors de votre séjour, vous pourrez prendre un verre au bar et déguster votre petit-déjeuner dans le charmant salon, dans la cour bien exposée ou dans l'intimité de votre chambre.L'emplacement central de l'hôtel De La Monnaie vous permettra de flâner dans les rues piétonnes et de découvrir les nombreux restaurants locaux, ainsi que le marché de produits régionaux à proximité. Enfin, vous bénéficierez d'un parking privé moyennant des frais supplémentaires.","3 Rue De La Monnaie, 17000 La Rochelle, France",46.1563008,-1.15810812,  La Rochelle
