hotel_name,url,score,description,address,latitude,longitude,cities
Golden Tulip Marseille Euromed,/hotel/fr/golden-tulip.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Apz_kacGwAIB0gIkMjU0NzdmYmYtNWY2My00YzVhLWIwNmEtZWVlOWI0NzkxODRi2AIF4AIB&sid=7a18ef72ffaf5f66cbfa106bf5a227bb&breadcrumb=hotel&srpvid=2d55428e27040416&,7.8,"Offrant une vue sur la mer, le Golden Tulip Marseille Euromed vous accueille à Marseille, à seulement 500 mètres du centre commercial Les Terrasses du Port. Cet établissement propose une salle de sport, une piscine intérieure et une terrasse bien exposée. Vous pourrez prendre un verre au bar et manger au restaurant La Table. Vous bénéficierez d'une connexion Wi-Fi gratuite.Les chambres sont dotées de la climatisation, d'une télévision à écran plat ainsi que d'une salle de bains privative pourvue d'une baignoire ou d'une douche, d'articles de toilette gratuits et d'un sèche-cheveux. Les suites comprennent un coin salon idéal pour se détendre après une journée bien remplie. Les étages supérieurs et les chambres sont accessibles uniquement via une carte magnétique et sont ainsi sécurisés.La réception est ouverte 24h/24. L'hôtel met également à votre disposition un camion-restaurant, un bar à cosmétiques et des tandems.Le stade Vélodrome se trouve à 5 km du Golden Tulip Marseille Euromed. La gare maritime est à 1 km de l'établissement, tandis que l'aéroport de Marseille-Provence, le plus proche, est installé à 25 km. Par ailleurs, un parking public se situe à proximité, et vous pourrez acheter un forfait de stationnement à la réception.","6, Place Henri Verneuil, 13002 Marseille, France",43.30972177,5.36703444,  Marseille
"Holiday Inn Express Marseille Saint Charles, an IHG Hotel",/hotel/fr/holiday-inn-express-marseille-saint-charles.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Apz_kacGwAIB0gIkMjU0NzdmYmYtNWY2My00YzVhLWIwNmEtZWVlOWI0NzkxODRi2AIF4AIB&sid=dae8664153de9814d141a1ddfef15a68&breadcrumb=hotel&srpvid=2d55428e27040416&,7.9,"L'Holiday Inn Express Marseille Saint Charles se situe en face de la gare dans le centre-ville de Marseille, à 10 minutes de marche du Vieux-Port. Il propose des chambres avec salle de bains privative et connexion Wi-Fi gratuite.Affichant une décoration moderne, toutes les chambres insonorisées comprennent la climatisation et une télévision par satellite à écran plat.Lors de votre séjour à l'Holiday Inn Express Marseille Saint Charles, vous savourerez un petit-déjeuner gratuit et le bar Le Mistral vous servira aussi des repas légers. Par ailleurs, vous apprécierez de vous détendre sur la terrasse. Sur place, vous disposerez également d'une réception ouverte 24h/24 et d'un service de blanchisserie assuré moyennant un supplément.Depuis la station de métro Saint-Charles (lignes 1 et 2), vous bénéficierez d'un accès direct au parc Chanot et au centre-ville. Enfin, accessible depuis l'A7, l'Holiday Inn Express Marseille Saint Charles possède un parking privé payant.","15 Boulevard Maurice Bourdet, 13001 Marseille, France",43.30272424,5.37933044,  Marseille
Kyriad Marseille Palais Des Congrès – Vélodrome,/hotel/fr/hotelkyriadrabatau.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Apz_kacGwAIB0gIkMjU0NzdmYmYtNWY2My00YzVhLWIwNmEtZWVlOWI0NzkxODRi2AIF4AIB&sid=4ae5af67c6a95e7a04a5161204140be3&breadcrumb=hotel&srpvid=2d55428e27040416&,7.7,"Installé à 1 km du stade vélodrome dans le sud de Marseille, le Kyriad Marseille Palais Des Congrès - Vélodrome propose des chambres climatisées dotées d'une connexion Wi-Fi gratuite ainsi que d'une télévision par satellite avec les chaînes Canal+.Le restaurant sur place sert un petit-déjeuner buffet et une cuisine française traditionnelle pour le déjeuner et le dîner. Le soir, vous pourrez vous détendre dans le grand bar de l'hôtel.Cet établissement possède une réception ouverte 24h/24 et des salles de réunion.Le Kyriad Marseille Palais Des Congrès – Vélodrome se situe à 3 km du Vieux-Port de Marseille et à 2 km de la plage la plus proche. Un parking est fourni sur place.","162 Boulevard Rabatau Daniel Matalon, 13010 Marseille, France",43.28066065,5.39956301,  Marseille
Résidence Kley,/hotel/fr/residence-kley.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Apz_kacGwAIB0gIkMjU0NzdmYmYtNWY2My00YzVhLWIwNmEtZWVlOWI0NzkxODRi2AIF4AIB&sid=6d67069253a444763b6f6f7632d27b5b&breadcrumb=hotel&srpvid=2d55428e27040416&,7.6,"Située à Marseille, la Résidence Kley possède un salon commun, une terrasse, des installations de sports nautiques et un court de tennis. Vous séjournerez à environ 1,1 km de la station de métro Joliette et à 1,3 km du centre commercial Les Terrasses du Port. Vous pourrez profiter d'animations en soirée et d'une cuisine commune.Les chambres comprennent un bureau et une armoire. Le linge de lit et les serviettes sont fournis.Vous pourrez jouer au ping-pong sur place. La région est prisée des amateurs de randonnée et de planche à voile.La Résidence Kley se trouve à 1,2 km de la gare de Marseille-Saint-Charles et à 1,9 km de la station de métro Vieux Port. L'aéroport de Marseille-Provence, le plus proche, est implanté à 21 km.","23 rue Mathieu Stilatti, 13003 Marseille, France",43.308979,5.376493,  Marseille
Hotel Le M,/hotel/fr/le-m-marseille1.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Apz_kacGwAIB0gIkMjU0NzdmYmYtNWY2My00YzVhLWIwNmEtZWVlOWI0NzkxODRi2AIF4AIB&sid=f8682832df40004a6165996f130fc353&breadcrumb=hotel&srpvid=2d55428e27040416&,8.4,"L'Hotel Le M propose un hébergement 3 étoiles à Marseille, à 2,7 km de la plage des Catalans et à 600 mètres de la station de métro Castellane. Doté d'un salon commun, cet hôtel 3 étoiles propose des chambres climatisées avec connexion Wi-Fi gratuite et salle de bains privative. L'établissement assure des services d'étage et de bagagerie.Les chambres sont équipées d'une bouilloire. Tous les logements de l'Hotel Le M sont équipés d'une télévision à écran plat et d'un sèche-cheveux.Parlant allemand, anglais, espagnol et français, le personnel de la réception ouverte 24h/24 se fera un plaisir de vous fournir des informations pratiques sur la région.Vous séjournerez à proximité de la rue Saint-Ferréol, de la station de métro Vieux Port et de la basilique Notre-Dame de la Garde. L'aéroport de Marseille-Provence, le plus proche, est implanté à 23 km.","115 Rue Paradis, Castellane et Préfecture, 13006 Marseille, France",43.288782,5.378967,  Marseille
Hôtel Hermès,/hotel/fr/hermes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Apz_kacGwAIB0gIkMjU0NzdmYmYtNWY2My00YzVhLWIwNmEtZWVlOWI0NzkxODRi2AIF4AIB&sid=372811ae211e95a1d6f34f12b4a62464&breadcrumb=hotel&srpvid=2d55428e27040416&,8.0,"L'hôtel Hermès se situe à seulement 35 mètres du Vieux-Port, dans le centre de Marseille. Il dispose d'une connexion Wi-Fi gratuite et d'un toit-terrasse avec vue panoramique sur le port et la ville.Les chambres de l'hôtel Hermès bénéficient d'une vue partielle sur le Vieux-Port. Elles sont insonorisées et équipées d'une télévision par satellite à écran plat, ainsi que d'une salle de bains privative.Le personnel de l'établissement est à votre disposition 24h/24. Vous pourrez savourer un petit-déjeuner buffet tous les matins dans la salle à manger.La station de métro Vieux-Port Hôtel de ville se situe à 3 minutes à pied de l'hôtel Hermès. La gare SNCF Saint-Charles se trouve, quant à elle, à 20 minutes de marche.","2 rue Bonneterie, 13002 Marseille, France",43.29655283,5.37188329,  Marseille
Aparthotel Adagio Marseille Timone,/hotel/fr/hipark-residences-marseille.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Apz_kacGwAIB0gIkMjU0NzdmYmYtNWY2My00YzVhLWIwNmEtZWVlOWI0NzkxODRi2AIF4AIB&sid=46b0914e319b564e6ebf52a7ee05cdd4&breadcrumb=hotel&srpvid=2d55428e27040416&,7.7,"L'Aparthotel Adagio Marseille Timone propose des hébergements indépendants bénéficiant de services hôteliers. L'établissement se situe au cœur de Marseille, à 500 mètres de la station de métro Timone, qui permet un accès direct au Vieux-Port et à la gare Saint-Charles. Il se trouve par ailleurs à 3,5 km du centre des congrès du Parc Chanot et du Stade Vélodrome. Ses installations comprennent un sauna et une salle de sport.Les suites et les studios de l'Aparthotel Adagio Marseille Timone affichent un style contemporain et sont accessibles par un ascenseur. Tous sont équipés de la climatisation, d'une télévision à écran LCD et d'une connexion Internet. Les suites sont dotées d'un coin salon, d'un coffre-fort et d'une télévision à écran plat. Chaque cuisine comporte des plaques de cuisson, un micro-ondes, un lave-vaisselle et divers ustensiles.Un petit-déjeuner buffet est servi chaque matin dans la salle à manger. En été vous pourrez aussi le déguster sur la terrasse de l'établissement.L'Aparthotel Adagio Marseille Timone possède une laverie, une réception ouverte 24h/24 et un parking privé disponible moyennant des frais supplémentaires. L'aéroport de Marseille Provence est à 29 km.","21, Chemin de l'Armée d'Afrique, 13005 Marseille, France",43.2910567,5.40434003,  Marseille
Villages Clubs du Soleil - MARSEILLE,/hotel/fr/les-villages-clubs-du-soleil-marseille.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Apz_kacGwAIB0gIkMjU0NzdmYmYtNWY2My00YzVhLWIwNmEtZWVlOWI0NzkxODRi2AIF4AIB&sid=bdad87b96c07756dd60961b8ca8a3f68&breadcrumb=hotel&srpvid=2d55428e27040416&,8.0,"Doté d'une piscine extérieure ouverte en saison, d'un restaurant et d'une aire de jeux pour enfants, l'établissement Villages Clubs du Soleil - MARSEILLE vous accueille à Marseille, à 2 km de la gare de Marseille-Saint-Charles. La connexion Wi-Fi et le parking privé sur place sont gratuits.Les chambres comportent un bureau et une salle de bains privative pourvue d'une douche.Un service de navette est assuré gratuitement pour rejoindre le Palais Longchamps. Vous pourrez également jouer au ping-pong et aux fléchettes sur place.Vous séjournerez à 5 km du palais du Pharo et à 6 km du stade Vélodrome. L'aéroport de Marseille-Provence est quant à lui accessible en 30 minutes de route.","Rue François Simon, 13003 Marseille, France",43.31284784,5.39198309,  Marseille
Maisons du Monde Hôtel & Suites - Marseille Vieux Port,/hotel/fr/maisondumondehotelandsuitesmarseille.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Apz_kacGwAIB0gIkMjU0NzdmYmYtNWY2My00YzVhLWIwNmEtZWVlOWI0NzkxODRi2AIF4AIB&sid=ee256dd0020cc56b9482330431ceadf6&breadcrumb=hotel&srpvid=2d55428e27040416&,8.4,"Surplombant le Vieux-Port, l’établissement Maisons du Monde Hôtel & Suites - Marseille Vieux Port vous accueille au cœur de Marseille. Il propose des chambres modernes et climatisées. Une connexion Wi-Fi est disponible gratuitement.Les chambres insonorisées de l’établissement Maisons du Monde Hôtel & Suites - Marseille Vieux Port comprennent une télévision par satellite à écran plat. Certaines offrent une vue sur la mer et le port.L’hôtel se trouve à quelques pas de la station de métro Vieux-Port - Hôtel de Ville. Des arrêts de transports en commun desservant tous les principaux sites d’intérêt de la ville se trouvent le long de La Canebière, à 400 mètres.","43 Quai des Belges, 13001 Marseille, France",43.29412372,5.37463993,  Marseille
Montempô Marseille Centre Dôme,/hotel/fr/montempo-marseille-centre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Apz_kacGwAIB0gIkMjU0NzdmYmYtNWY2My00YzVhLWIwNmEtZWVlOWI0NzkxODRi2AIF4AIB&sid=ea3accf8c5380fd979a9bf8b8863b3d4&breadcrumb=hotel&srpvid=2d55428e27040416&,7.3,"Le Montempô Marseille Centre Dôme propose des hébergements avec une connexion Wi-Fi gratuite, une télévision à écran plat et une kitchenette à Marseille, à 2,9 km de la station de métro La Timone et à 4,2 km de la station de métro Vieux-Port.Un petit-déjeuner continental est disponible tous les matins à l’appart'hôtel.Le Montempô Marseille Centre Dôme se trouve à 4,3 km de la station de métro Castellane et de la gare de Marseille Saint-Charles. L’aéroport le plus proche, celui de Marseille-Provence, est situé à 24 km.","5 impasse Madeleine Simon, 13004 Marseille, France",43.31371049,5.40388192,  Marseille
Appart'City Confort Marseille Centre Prado Vélodrome,/hotel/fr/seven-urban-suites.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Apz_kacGwAIB0gIkMjU0NzdmYmYtNWY2My00YzVhLWIwNmEtZWVlOWI0NzkxODRi2AIF4AIB&sid=0977e481301ab70561459c314b800169&breadcrumb=hotel&srpvid=2d55428e27040416&,7.6,"L'Appart'City Confort Marseille Centre Prado Vélodrome est situé à seulement 200 mètres de la station de métro Périer, qui mène directement au centre de Marseille, au musée des civilisations de l'Europe et de la Méditerranée(MuCEM) et au vieux port. Le Palais des congrès et le stade Vélodrome se trouvent à proximité de l'établissement.Les hébergements de style contemporain sont équipés d'une télévision à écran LCD. Chaque chambre, suite et studio comprend également une salle de bains privative avec des articles de toilette gratuits.Le matin, vous dégusterez un petit-déjeuner buffet dans la salle à manger. La réception est quant à elle ouverte 24h/24. Vous profiterez aussi gratuitement d'une connexion Wi-Fi, ainsi que des ordinateurs dans la salle de divertissements et de l'espace Nespresso.Enfin, l'Appart'City Confort Marseille Centre Prado Vélodrome bénéficie d'un emplacement idéal, à seulement 4 stations de métro de la gare Saint-Charles. De plus, vous disposerez d'un parking moyennant des frais supplémentaires.","1 Rue Vandel, 13008 Marseille, France",43.2798554,5.390496,  Marseille
Toyoko INN Marseille Saint Charles,/hotel/fr/toyoko-inn-marseille-saint-charles.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Apz_kacGwAIB0gIkMjU0NzdmYmYtNWY2My00YzVhLWIwNmEtZWVlOWI0NzkxODRi2AIF4AIB&sid=7a59ad5be595f63f8ab693a95e9ea81d&breadcrumb=hotel&srpvid=2d55428e27040416&,7.8,"Situé à Marseille, à seulement 5 minutes à pied de la gare de Marseille Saint-Charles, le Toyoko INN Marseille Saint Charles dispose d’un jardin et d’une connexion Wi-Fi gratuite. L’établissement est facilement accessible depuis l’autoroute A7. Un parking sécurisé est disponible mais les places de stationnement sont limitées et ne peuvent pas être réservées à l'avance.Les chambres sont équipées de la climatisation, d’une télévision à écran plat, d’un bureau et d’une salle de bains privative avec baignoire.Parlant français et anglais, le personnel de la réception se fera un plaisir de vous aider à tout moment de la journée.Vous séjournerez à 1,1 km du Vieux-Port de Marseille et à 20 minutes à pied du centre commercial Les Terrasses du Port. L’aéroport Marseille-Provence, le plus proche, se situe quant à lui à 20 km.","25 Avenue du General Leclerc, 13003 Marseille, France",43.304229,5.376624,  Marseille
Hôtel La Palunette,/hotel/fr/la-palunette.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKL_5GnBsACAdICJGVjMTljYzkxLTMxYjctNDExZC1iODdjLWFmZjAzOTVkYWY0ZdgCBeACAQ&sid=e87f176bc2bacbe57eafeba45515adc4&breadcrumb=hotel&srpvid=96a34285c35303fa&,8.6,"L'Hôtel La Palunette est situé à 1,1 km de la plage des Saintes-Maries-de-la-Mer. Il est doté d’une piscine extérieure. Chaque chambre dispose d'une terrasse privée et offre une vue panoramique sur le lac des Launes.Affichant une décoration contemporaine, toutes les chambres du Palunette comportent une télévision et une salle de bains privative. Une connexion Wi-Fi est disponible gratuitement dans tout l’hôtel.Vous pourrez vous détendre dans l'espace bien-être privé doté d'un bain à remous. Des massages sont dispensés sur demande. En été, vous pourrez déguster un jus de raisin produit localement, tandis qu'en hiver, vous pourrez vous détendre au coin du feu dans le salon.Montpellier se trouve à 55 km de l'hôtel et Arles est accessible en 30 minutes en voiture.","Route d' Arles, 13460 Les Saintes-Maries-de-la-Mer, France",43.46230329,4.42051917,  Les Saintes-Maries-de-la-Mer
Hôtel L' Estelle en Camargue,/hotel/fr/l-estelle-en-camargue-les-saintes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKL_5GnBsACAdICJGVjMTljYzkxLTMxYjctNDExZC1iODdjLWFmZjAzOTVkYWY0ZdgCBeACAQ&sid=263863c6704aad27e36e2e3f9e9afb38&breadcrumb=hotel&srpvid=96a34285c35303fa&,8.9,"Doté d'une piscine extérieure, l'Hotel L' Estelle en Camargue propose des hébergements élégants aux Saintes-Maries-de-la-Mer, à seulement 3 km de la mer. Des bornes de recharge pour voitures électriques sont disponibles sur place.Toutes les chambres sont climatisées et disposent du chauffage, d'une salle de bains avec douche et baignoire, de la télévision par satellite et d'un accès Internet.Le restaurant de L'Estelle en Camargue sert une cuisine gastronomique. Vous pourrez également prendre un apéritif au piano-bar (sauf en été) ou sur la terrasse. Pour le déjeuner, vous pourrez choisir entre un repas, une boisson ou une collation légère.La région regorge de sites d'intérêt culturel et traditionnel.","Route du Petit-Rhone ( D38 ), Lieu dit Dromar, 13460 Les Saintes-Maries-de-la-Mer, France",43.4703003,4.39530373,  Les Saintes-Maries-de-la-Mer
Mas des Rièges & Spa,/hotel/fr/mas-des-rieges-amp-spa.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKL_5GnBsACAdICJGVjMTljYzkxLTMxYjctNDExZC1iODdjLWFmZjAzOTVkYWY0ZdgCBeACAQ&sid=3eaf8c5c61c25adcf0f4a56ba167a347&breadcrumb=hotel&srpvid=96a34285c35303fa&,8.8,"Le Mas des Rièges & Spa vous accueille aux Saintes-Maries-de-la-Mer, à 1,4 km de la plage des Amphores. Vous profiterez d’une piscine extérieure, d’un parking privé gratuit, d’un jardin et d’une terrasse. L’établissement se trouve à environ 1,5 km de la plage Est, à 1,6 km de la plage des Arènes et à 39 km de l'amphithéâtre d'Arles. Vous pourrez profiter d’un service d’étage et d’une connexion Wi-Fi gratuite dans l’ensemble des locaux.Les chambres de l’hôtel bénéficient d’une terrasse offrant une vue sur la piscine Chaque chambre comprend la climatisation, une télévision à écran plat et une salle de bains privative pourvue d’une douche. Certaines disposent également d’un coin salon. Tous les hébergements sont dotés d’un réfrigérateur.L’établissement sert un petit-déjeuner continental.L’établissement assure un service de location de vélos pour vous permettre de partir à la découverte des environs.L’aéroport de Nîmes-Garons, le plus proche, est accessible à 41 km.","Mas des Rièges Route de Cacharel, 13460 Les Saintes-Maries-de-la-Mer, France",43.46150341,4.42932761,  Les Saintes-Maries-de-la-Mer
Vila De La Mar & Spa,/hotel/fr/bastide-blanche-saintes-maries-de-la-mer.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKL_5GnBsACAdICJGVjMTljYzkxLTMxYjctNDExZC1iODdjLWFmZjAzOTVkYWY0ZdgCBeACAQ&sid=77226ef937afe7535c3826850974d22a&breadcrumb=hotel&srpvid=96a34285c35303fa&,8.1,"Le Vila De La Mar & Spa est un petit hôtel décoré dans un style moderne situé dans le centre des Saintes-Maries-de-la-Mer, à 100 mètres de la plage. Cet établissement comprend une piscine extérieure chauffée couverte en hiver, et un spa avec un hammam et un bain à remous.Toutes les chambres sont climatisées et équipées d’une terrasse privée, d'un minibar et d'une grande télévision par câble à écran plat.Vous pourrez profiter d'un restaurant avec une terrasse donnant sur la piscine. Certains week-ends, un dîner animé par les guitaristes et chanteurs tsiganes peut être organisé sur demande et moyennant un supplément. Un petit-déjeuner continental, que vous pourrez déguster dans votre chambre, est également proposé moyennant des frais supplémentaires.La région offre un cadre idéal pour pratiquer la planche à voile, l’équitation et les excursions en bateau. Donnant sur la mer Méditerranée, la Vila De La Mar & Spa est entourée par le parc naturel régional de Camargue. Vous pourrez participer à des balades en 4x4, en vélo ou en calèche.L’établissement se situe à moins de 60 km de Nîmes et de l’aéroport de Nîmes-Garons, et à 120 km de l’aéroport de Marseille-Provence. La gare d’Arles se trouve à 36 km.","1 bis rue Camille Pelletan, 13460 Les Saintes-Maries-de-la-Mer, France",43.45334531,4.43066597,  Les Saintes-Maries-de-la-Mer
Logis Le Nid du Pont de Gau,/hotel/fr/l-39-hostellerie-du-pont-de-gau.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKL_5GnBsACAdICJGVjMTljYzkxLTMxYjctNDExZC1iODdjLWFmZjAzOTVkYWY0ZdgCBeACAQ&sid=821b2d01407be578cf826c861cb8a8f2&breadcrumb=hotel&srpvid=96a34285c35303fa&,8.8,"Dans ce cadre naturel préservé de la Camargue, Le Nid du Pont de Gau vous réserve un accueil chaleureux dans son hébergement confortable.Situé à 4 km du village de Saintes Maries de la Mer et à seulement 2 pas du parc ornithologique, notre établissement familial et convivial est situé au milieu des oiseaux et des étangs.Tout comme à la maison, vous apprécierez le confort de nos appartements entièrement équipés avec une atmosphère naturelle et relaxante.Pour un séjour insolite et inoubliable, notre Caravane Tzigane ""Ginès"" vous propose un espace atypique et coloré avec tous les confort modernes où vous vous sentirez comme un voyageur.Vous pourrez profiter de notre jardin paysager pendant la journée à l'ombre des figuiers et le soir tout en admirant le vol des flamants roses.Après vos escapades, vous serez ravis de vous rafraîchir sur la terrasse de notre café autour d'une boisson locale, d'une collation ou d'une glace dans une ambiance conviviale.Pendant votre séjour, nous vous invitons à vous reposer et à vous détendre ainsi qu'à explorer notre belle Camargue.Nous aimons notre région et nos traditions. Nous sommes présents et disponibles si vous voulez des conseils, nous serons heureux de partager nos bonnes adresses et conseils.","Route d'Arles- RD 570, 13460 Les Saintes-Maries-de-la-Mer, France",43.4893118,4.40394696,  Les Saintes-Maries-de-la-Mer
Hôtel Le Neptune en Camargue,/hotel/fr/le-neptune-en-camargue.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKL_5GnBsACAdICJGVjMTljYzkxLTMxYjctNDExZC1iODdjLWFmZjAzOTVkYWY0ZdgCBeACAQ&sid=d4881326c481a285cb2d652e6c726a0e&breadcrumb=hotel&srpvid=96a34285c35303fa&,7.9,"Situé à 400 mètres de la plage des Arenas, l'Hôtel Le Neptune en Camargue propose un hébergement 3 étoiles aux Saintes-Maries-de-la-Mer et dispose d'une terrasse. Cet hôtel 3 étoiles propose un jardin, ainsi que des chambres climatisées avec connexion Wi-Fi gratuite et salle de bains privative. Un parking privé est disponible sur place.Les chambres de l’hôtel comprennent un bureau. Toutes les chambres de l’Hôtel Le Neptune en Camargue sont dotées d'une machine à café, tandis que certaines offrent une vue sur la ville. Les chambres sont dotées d'une télévision à écran plat et d'articles de toilette gratuits.L'Hôtel Le Neptune en Camargue se trouve à 500 mètres des plages des amphores et Crin Blanc. L’aéroport de Nîmes-Garons, le plus proche, est accessible à 41 km.","14 Rue Jean Aicard, 13460 Les Saintes-Maries-de-la-Mer, France",43.452127,4.425347,  Les Saintes-Maries-de-la-Mer
Auberge MAS DE LAYALLE,/hotel/fr/mas-de-layalle.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKL_5GnBsACAdICJGVjMTljYzkxLTMxYjctNDExZC1iODdjLWFmZjAzOTVkYWY0ZdgCBeACAQ&sid=0a00161bf206851c533262cd6ec97f87&breadcrumb=hotel&srpvid=96a34285c35303fa&,7.6,"Située aux Saintes-Maries-de-la-Mer, à 31 km de l'amphithéâtre d'Arles, l'Auberge MAS DE LAYALLE propose un jardin, un parking privé gratuit, un salon commun et un bar. Il se trouve à environ 44 km du parc des expositions de Montpellier, à 49 km du Zénith Sud de Montpellier et du centre commercial Odysseum. Cet établissement non-fumeurs se trouve à 44 km de la salle omnisports Montpellier Arena.Toutes les chambres comprennent une armoire, une télévision à écran plat, une salle de bains privative, du linge de lit et des serviettes.L'Auberge MAS DE LAYALLE sert un petit-déjeuner continental.Une terrasse bien exposée est présente. Lors de votre séjour à l'Auberge MAS DE LAYALLE, vous pourrez pratiquer des activités à Saintes-Maries-de-la-Mer et dans ses environs, comme le vélo et la randonnée.L'hôtel de ville de Montpellier se trouve à 49 km. L'aéroport de Nîmes-Garons, le plus proche, est implanté à 32 km.","D570 ROUTE D'ARLES, 13460 Les Saintes-Maries-de-la-Mer, France",43.5192715,4.3980931,  Les Saintes-Maries-de-la-Mer
Hôtel restaurant le delta,/hotel/fr/hacienda-des-enfants-terribles.fr.html?aid=304142&label=gen173nr-1FCAQoggJCI3NlYXJjaF9sZXMgc2FpbnRlcy1tYXJpZXMtZGUtbGEtbWVySA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKL_5GnBsACAdICJGVjMTljYzkxLTMxYjctNDExZC1iODdjLWFmZjAzOTVkYWY0ZdgCBeACAQ&sid=bd95693ad56ec0c214159cfff9ee5c3f&breadcrumb=hotel&srpvid=96a34285c35303fa&,5.9,"Doté d'un bar, l'Hôtel restaurant le delta est situé aux Saintes-Maries-de-la-Mer, en Provence-Alpes-Côte d'Azur, à 300 mètres de la plage de l'Amphora et à 400 mètres de celle des Arènes. Il propose un restaurant, un service d'étage, un service de concierge et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. L'hôtel propose des chambres familiales.Les chambres sont équipées d'une télévision à écran plat. Certaines possèdent une terrasse. Leur salle de bains privative est pourvue d'articles de toilette gratuits et d'un sèche-cheveux.Un petit-déjeuner halal est servi sur place.L'Hôtel restaurant le delta se trouve à 800 mètres de la plage de Crin Blanc et à 39 km de l'amphithéâtre d'Arles. L'aéroport de Nîmes-Garons, le plus proche, est implanté à 41 km.","1 Place Mireille, 13460 Les Saintes-Maries-de-la-Mer, France",43.452178,4.428116,  Les Saintes-Maries-de-la-Mer
